Nom du cours,Classification,Terme,Explication
Merlin l'Enchanteur,Concept,Baptême,"Sacrement chrétien marquant l'entrée dans la communauté des croyants et l'effacement du péché originel ; pour Merlin, il annule sa nature démoniaque."
Merlin l'Enchanteur,Lieu,Celyddon,"Ancien nom gallois désignant la forêt calédonienne, lieu d'errance du barde fou Myrddin Wyllt."
Merlin l'Enchanteur,Œuvre,Excalibur,"Épée mythique du roi Arthur, symbole de sa légitimité et de sa protection divine, souvent associée à la Dame du Lac."
Merlin l'Enchanteur,Personnage,Utherpendragón,"Père d'Arthur et roi de Bretagne, dont le nom signifie 'Tête de Dragon'."
Merlin l'Enchanteur,Concept,Siège périlleux,Siège de la Table Ronde réservé au chevalier qui doit accomplir la quête du Graal ; tout autre s'y asseyant est englouti.
Merlin l'Enchanteur,Concept,Druidique,"Relatif aux druides, membres de la classe sacerdotale des peuples celtes, détenteurs du savoir religieux et juridique."
Les Mille et Une Nuits (Shéhérazade),Œuvre,Hazār Afsāna,"Titre persan signifiant 'Mille contes', considéré comme le noyau originel ayant servi de base aux Mille et Une Nuits avant leur arabisation."
Les Mille et Une Nuits (Shéhérazade),Institution,Abbassides,"Dynastie de califes qui régna de 750 à 1258. Sous leur règne, Bagdad devint le centre mondial de la culture et le lieu de l'arabisation des contes."
Les Mille et Une Nuits (Shéhérazade),Institution,Mamelouks,"Dynastie ayant régné sur l'Égypte et la Syrie (1250-1517), période durant laquelle le recueil des Mille et Une Nuits a été stabilisé et enrichi de nombreux contes urbains."
Les Mille et Une Nuits (Shéhérazade),Personnage,Hanna Diyab,"Conteur syrien maronite qui raconta oralement à Antoine Galland des contes comme Aladin et Ali Baba, permettant leur intégration au recueil."
Les Mille et Une Nuits (Shéhérazade),Concept,cliffhanger,Procédé narratif consistant à interrompre un récit à un moment de forte tension pour inciter le public à connaître la suite.
Sindbad le marin,Concept,Cosmologie islamique,"Vision du monde médiévale intégrant les connaissances géographiques grecques, les récits de marins et les structures symboliques du Coran (comme les sept cieux)."
Sindbad le marin,Lieu,Serendib,"Nom arabe ancien de l'île de Ceylan (actuel Sri Lanka), réputée dans les récits de Sindbad pour ses pierres précieuses et ses merveilles naturelles."
Sindbad le marin,Mouvement,Roman d'aventures,"Genre littéraire fondé sur l'action et le dépaysement, dont Sindbad est considéré comme l'un des ancêtres majeurs pour sa structure centrée sur le voyage et l'imprévu."
Sindbad le marin,Lieu,Bassora,"Port historique irakien situé sur le Chatt-el-Arab, point de départ des grandes expéditions maritimes arabes vers l'Océan Indien à l'époque abbasside."
Les Titans vs les Dieux : la Titanomachie complète,Personnage,Gaïa,"Déesse mère personnifiant la Terre, elle aide d'abord Zeus à renverser Cronos avant de se retourner contre lui lors de la Gigantomachie."
Les Titans vs les Dieux : la Titanomachie complète,Autre,Kunée,Casque d'invisibilité forgé par les Cyclopes pour Hadès durant la Titanomachie.
Les Titans vs les Dieux : la Titanomachie complète,Personnage,Japet,"Titan de la deuxième génération, père d'Atlas, Prométhée et Épiméthée, représentant souvent l'ancêtre des hommes."
Les Titans vs les Dieux : la Titanomachie complète,Autre,Géants,"Créatures monstrueuses nées de Gaïa, dont la défaite lors de la Gigantomachie nécessite l'intervention conjointe des dieux et d'un mortel."
Les Titans vs les Dieux : la Titanomachie complète,Personnage,Héraclès,"Héros mortel, fils de Zeus, dont la participation fut indispensable à la victoire des dieux lors de la Gigantomachie."
Rê et la création du monde (Égypte),Lieu,Douât,"Le monde souterrain dans la mythologie égyptienne, traversé chaque nuit par Rê et lieu de jugement des âmes des défunts."
Rê et la création du monde (Égypte),Personnage,Sekhmet,"Déesse à tête de lionne représentant la fureur destructrice de l'œil de Rê, capable de dévaster l'humanité."
Rê et la création du monde (Égypte),Lieu,temple de Karnak,"Immense complexe religieux à Thèbes (Louxor) dédié principalement à Amon-Rê, témoignant de la puissance du culte solaire."
Icare et Dédale,Concept,Métis,"Forme d'intelligence grecque caractérisée par la ruse, l'habileté technique et la capacité à s'adapter à des situations complexes. Elle est l'apanage de Dédale et d'Ulysse."
Icare et Dédale,Personnage,Pasiphaé,"Épouse du roi Minos qui, maudite par Poséidon, tomba amoureuse d'un taureau blanc et donna naissance au Minotaure avec l'aide d'une machine inventée par Dédale."
Icare et Dédale,Concept,Sophia,"Sagesse ou savoir-faire qui inclut la connaissance de la mesure et des limites humaines, s'opposant à l'aveuglement de l'hybris."
Icare et Dédale,Lieu,Ikaria,"Île grecque de la mer Égée où, selon la légende, le corps d'Icare aurait été rejeté par les vagues et enterré par Héraclès."
Énée et la fondation de Rome (Virgile),Autre,Hexamètres dactyliques,"Le vers classique de l'épopée grecque et latine, composé de six unités de rythme (pieds)."
Énée et la fondation de Rome (Virgile),Concept,Tibicines,"Terme signifiant 'étaiements', désignant les vers que Virgile laissait inachevés dans son manuscrit en attendant de trouver une formulation parfaite."
Énée et la fondation de Rome (Virgile),Concept,Pénates,Divinités romaines chargées de veiller sur le foyer et les provisions ; Énée les emporte de Troie pour assurer la protection de sa future nation.
Énée et la fondation de Rome (Virgile),Personnage,Jupiter,"Le roi des dieux dans la mythologie romaine (Zeus chez les Grecs), garant de l'ordre et du destin d'Énée."
Énée et la fondation de Rome (Virgile),Évènement,Guerres puniques,Série de trois conflits majeurs ayant opposé Rome à Carthage pour la domination de la Méditerranée occidentale (IIIe-IIe siècles av. J.-C.).
Énée et la fondation de Rome (Virgile),Institution,Julii,"L'une des plus anciennes familles patriciennes de Rome, dont se réclamait Jules César et à laquelle appartenait Auguste par adoption."
Énée et la fondation de Rome (Virgile),Œuvre,La Divine Comédie,Poème majeur de Dante Alighieri (XIVe siècle) où Virgile apparaît comme le guide du narrateur à travers l'Enfer et le Purgatoire.
Énée et la fondation de Rome (Virgile),Personnage,Junon,"Reine des dieux et épouse de Jupiter, elle est l'antagoniste divine de l'Énéide, cherchant par tous les moyens à empêcher la fondation de Rome."
Énée et la fondation de Rome (Virgile),Évènement,Guerre de Troie,"Conflit légendaire opposant les États grecs aux Troyens, servant de point de départ chronologique à l’Énéide."
Énée et la fondation de Rome (Virgile),Lieu,Albe la Longue,"Cité fondée par Ascagne (Iule), fils d'Énée, qui devint le siège de la royauté latine avant la fondation de Rome."
La naissance du conflit israélo-palestinien,Institution,Société des Nations,"Organisation internationale créée après la Première Guerre mondiale pour maintenir la paix, remplacée par l'ONU en 1945."
La naissance du conflit israélo-palestinien,Institution,Agence juive,Organisme créé pour faciliter l'immigration des Juifs en Palestine et l'administration des communautés juives sous le mandat britannique.
La naissance du conflit israélo-palestinien,Concept,Aliyah,Terme hébreu désignant l'immigration juive vers la Terre d'Israël.
La naissance du conflit israélo-palestinien,Institution,UNRWA,"Office de secours et de travaux des Nations unies pour les réfugiés de Palestine dans le Proche-Orient, créé en 1949."
La rivalité Chine–États-Unis,Concept,bipolarité,Structure du système international où la puissance est principalement partagée entre deux pôles dominants (ici la Chine et les États-Unis).
La rivalité Chine–États-Unis,Concept,piège de Thucydide,"Théorie de Graham Allison selon laquelle lorsqu’une puissance émergente menace de détrôner une puissance établie, le risque de guerre devient quasi inéluctable."
La rivalité Chine–États-Unis,Concept,sécurité nationale,"Politique visant à protéger l'intégrité du territoire et les intérêts économiques ou technologiques d'un État contre des menaces extérieures, souvent utilisée pour justifier des sanctions."
La rivalité Chine–États-Unis,Concept,compétition systémique,"Rivalité qui n'est pas limitée à un domaine précis mais qui englobe les modèles politiques, les valeurs idéologiques et les normes internationales."
La rivalité Chine–États-Unis,Mouvement,Guerre froide,Période de tensions (1947-1991) entre les USA et l'URSS sans affrontement direct. Le terme est repris aujourd'hui pour décrire la tension technologique sino-américaine.
Les tensions autour de Taïwan,Mouvement,Kuomintang,Parti nationaliste chinois qui a gouverné la Chine avant 1949 et a instauré un régime autoritaire à Taïwan jusqu'aux réformes démocratiques des années 1980.
Les tensions autour de Taïwan,Concept,Suffrage universel direct,"Système de vote où tous les citoyens votent directement pour choisir leurs représentants, adopté par Taïwan pour la première fois en 1996."
Les tensions autour de Taïwan,Lieu,ZIDA,Zone d'identification des défenses aériennes : espace aérien au-delà du territoire national où un État demande l'identification des aéronefs pour des raisons de sécurité.
Le concept de monde «multipolaire»,Personnage,Krauthammer,"Charles Krauthammer (1950-2018), intellectuel et journaliste américain, célèbre pour avoir théorisé la fin de la Guerre froide comme une période de domination totale des États-Unis."
Le concept de monde «multipolaire»,Institution,OTAN,"Organisation du Traité de l'Atlantique Nord, alliance militaire intergouvernementale créée en 1949, pilier de la puissance occidentale durant et après la Guerre froide."
Le concept de monde «multipolaire»,Concept,Nouvelles routes de la soie,"Vaste projet d'infrastructures et d'investissements lancé par la Chine en 2013 pour relier l'Asie, l'Europe et l'Afrique, renforçant son poids géopolitique mondial."
Le concept de monde «multipolaire»,Concept,Sud Global,"Terme désignant les pays en développement ou émergents (souvent d'Afrique, d'Amérique latine et d'Asie) qui cherchent à s'émanciper de l'influence occidentale."
Le concept de monde «multipolaire»,Personnage,John Mearsheimer,"Politologue américain, chef de file de l'école néoréaliste, connu pour sa thèse sur l'inévitabilité du conflit entre puissances montantes et puissances établies."
Le concept de monde «multipolaire»,Concept,friend-shoring,Pratique commerciale consistant à privilégier les chaînes d'approvisionnement et le commerce avec des pays alliés ou partageant les mêmes valeurs politiques pour réduire les risques stratégiques.
Le pétrole comme source de conflits,Personnage,Edwin Drake,"Pionnier de l'industrie pétrolière américaine, connu pour avoir foré le premier puits de pétrole mécanisé en 1859 à Titusville."
Le pétrole comme source de conflits,Personnage,Mohammad Mossadegh,Premier ministre iranien qui a nationalisé l'industrie pétrolière de son pays en 1951 avant d'être renversé par un coup d'État soutenu par la CIA et le MI6.
Le pétrole comme source de conflits,Évènement,guerre du Kippour,"Conflit opposant en 1973 Israël à une coalition menée par l'Égypte et la Syrie, servant de déclencheur au premier choc pétrolier."
Le pétrole comme source de conflits,Concept,pétrole de schiste,"Pétrole emprisonné dans des roches sédimentaires peu perméables, dont l'extraction industrielle par fracturation hydraulique a bouleversé le marché mondial dès 2010."
Le Canal de Suez : pourquoi il est stratégique,Lieu,Cap de Bonne-Espérance,"Point situé à la pointe sud de l'Afrique. Avant le canal de Suez, les navires devaient le contourner pour circuler entre l'Europe et l'Asie."
Le Canal de Suez : pourquoi il est stratégique,Autre,Khédive,"Titre porté par les souverains d'Égypte entre 1867 et 1914, alors que le pays était officiellement sous suzeraineté ottomane mais de plus en plus influencé par les puissances européennes."
Le Canal de Suez : pourquoi il est stratégique,Mouvement,Panarabisme,"Mouvement politique visant à l'unification des peuples arabes, dont Nasser fut le principal leader dans les années 1950 et 1960."
Le Canal de Suez : pourquoi il est stratégique,Mouvement,Houthis,"Groupe rebelle chiite au Yémen qui, à partir de 2023, a perturbé le trafic maritime en mer Rouge pour protester contre les conflits régionaux."
Le Canal de Suez : pourquoi il est stratégique,Lieu,Bab-el-Mandeb,"Détroit situé au sud de la mer Rouge, entre le Yémen et Djibouti, constituant le point de passage obligatoire pour accéder au canal de Suez depuis l'Océan Indien."
L'OTAN : à quoi ça sert encore ?,Institution,Traité de l'Atlantique Nord,"Également appelé Traité de Washington, c'est l'acte fondateur signé le 4 avril 1949 qui définit les buts de l'OTAN et le principe de solidarité entre ses membres."
L'OTAN : à quoi ça sert encore ?,Institution,Pacte de Varsovie,"Alliance militaire créée en 1955 par l'URSS en réaction à l'OTAN, regroupant les pays communistes d'Europe de l'Est. Il a disparu en 1991."
L'OTAN : à quoi ça sert encore ?,Lieu,États baltes,"Ensemble géographique composé de l'Estonie, de la Lettonie et de la Lituanie. Anciennes républiques soviétiques, elles sont aujourd'hui membres de l'OTAN et de l'UE."
L'OTAN : à quoi ça sert encore ?,Personnage,Vladimir Poutine,"Président de la Fédération de Russie depuis 1999 (avec une interruption comme Premier ministre), il considère l'extension de l'OTAN comme une agression contre l'influence russe."
L'OTAN : à quoi ça sert encore ?,Concept,Escalade nucléaire,Processus par lequel une tension militaire s'intensifie jusqu'à l'utilisation d'armes atomiques. C'est la crainte majeure qui freine une intervention directe de l'OTAN en Ukraine.
L'OTAN : à quoi ça sert encore ?,Concept,Cyberespace,"Domaine immatériel des réseaux numériques et informatiques, désormais considéré par l'OTAN comme un champ de bataille à part entière au même titre que la terre, l'air et la mer."
L'ONU : puissante ou impuissante ?,Date,Charte de San Francisco,"Traité fondateur de l'ONU signé le 26 juin 1945 par 50 États, définissant les buts et principes de l'organisation."
L'ONU : puissante ou impuissante ?,Institution,Conseil de sécurité,Organe principal de l'ONU chargé du maintien de la paix. Il comprend 15 membres dont 5 permanents disposant du droit de veto.
L'ONU : puissante ou impuissante ?,Institution,Assemblée générale,Principal organe délibérant de l'ONU où chaque État membre dispose d'une voix égale. Ses résolutions n'ont pas de force contraignante.
L'ONU : puissante ou impuissante ?,Institution,Charte de l'ONU,Texte constitutionnel de l'organisation qui définit les droits et obligations des États membres et les structures de l'institution.
La Russie de Poutine,Institution,Gazprom,"Géant étatique russe du gaz, utilisé par le Kremlin comme un instrument de puissance économique et diplomatique (l'arme énergétique) autant que comme un outil de contrôle médiatique."
La Russie de Poutine,Concept,oligarque,Homme d'affaires ayant acquis une fortune immense et une influence politique considérable lors des privatisations des années 1990 en Russie.
La Russie de Poutine,Concept,siloviki,"Terme désignant les responsables politiques issus des services de sécurité (KGB/FSB), de l'armée ou de la police, qui forment le cercle restreint du pouvoir sous Poutine."
La Russie de Poutine,Concept,société civile,"Ensemble des organisations non gouvernementales (ONG) et citoyens agissant indépendamment de l'État. Sous Poutine, elle est de plus en plus réprimée."
La guerre en Ukraine expliquée,Institution,SWIFT,Société coopérative de droit belge qui gère le réseau de messagerie financière international permettant les paiements transfrontaliers sécurisés.
La guerre en Ukraine expliquée,Institution,OTAN,"Organisation du Traité de l'Atlantique Nord, alliance militaire intergouvernementale créée en 1949 pour assurer la défense collective de ses membres."
La guerre en Ukraine expliquée,Institution,URSS,"Union des républiques socialistes soviétiques, ancien État fédéral d'Eurasie à régime communiste né en 1922 et dissous en 1991."
Comment fonctionne le prix du pétrole ?,Institution,OPEP,"Organisation des Pays Exportateurs de Pétrole, cartel fondé en 1960 visant à coordonner les politiques pétrolières de ses membres pour stabiliser les prix."
Comment fonctionne le prix du pétrole ?,Autre,Brent,"Pétrole léger issu de champs en Mer du Nord, servant de référence de prix majeure pour les marchés internationaux, notamment en Europe et en Afrique."
Comment fonctionne le prix du pétrole ?,Autre,WTI,"West Texas Intermediate, pétrole de haute qualité extrait aux États-Unis servant de référence principale pour le marché américain."
Comment fonctionne le prix du pétrole ?,Concept,Inélasticité,"En économie, situation où la demande d'un bien varie peu malgré une forte variation de son prix, car les consommateurs ne peuvent pas s'en passer facilement."
Les paradis fiscaux expliqués,Concept,Offshore,"Terme désignant des activités financières ou des placements de capitaux réalisés en dehors du pays de résidence, généralement dans des juridictions à la fiscalité avantageuse."
Les paradis fiscaux expliqués,Concept,Bénéficiaire effectif,"La personne physique qui possède ou contrôle en dernier ressort une entité juridique ou pour laquelle une transaction est effectuée, par opposition aux prête-noms."
Les paradis fiscaux expliqués,Concept,Tax rulings,"Pratique par laquelle une administration fiscale confirme par avance à une entreprise comment elle sera taxée, permettant souvent de négocier des taux très bas."
Les paradis fiscaux expliqués,Évènement,Panama Papers,"Fuite massive de 11,5 millions de documents en 2016 révélant les avoirs offshore de personnalités mondiales gérés par le cabinet Mossack Fonseca."
Les paradis fiscaux expliqués,Concept,Trust,"Structure juridique anglo-saxonne permettant de transférer la propriété de biens à une tierce personne qui les gère au profit d'un bénéficiaire, garantissant souvent l'anonymat."
Les paradis fiscaux expliqués,Concept,Big data,"Ensemble des technologies permettant d'analyser d'immenses volumes de données, utilisé par le fisc pour détecter des schémas d'évasion sophistiqués."
L'évasion fiscale des multinationales,Concept,prix de transfert,"Prix auxquels une entreprise transfère des biens matériels, des actifs incorporels ou rend des services à des entreprises associées (filiales). Manipuler ces prix permet de déplacer les bénéfices vers des zones moins taxées."
L'évasion fiscale des multinationales,Concept,tax rulings,"Accords anticipés entre une administration fiscale nationale et une multinationale, fixant à l'avance comment l'impôt sera calculé. Ils sont souvent critiqués pour être des avantages fiscaux déguisés."
L'évasion fiscale des multinationales,Mouvement,justice fiscale,"Courant de pensée et d'activisme (porté par des ONG comme Oxfam) prônant une répartition équitable de la charge fiscale, où les multinationales et les plus riches contribuent proportionnellement à leur capacité réelle."
L'évasion fiscale des multinationales,Concept,établissement stable,"Notion juridique qui définit la présence physique minimale (bureau, succursale) nécessaire pour qu'un État ait le droit de taxer les bénéfices d'une entreprise étrangère."
Les inégalités Nord-Sud,Concept,termes de l'échange,Rapport entre le prix des produits exportés et importés. Sa dégradation appauvrit les pays vendant des matières premières face aux technologies chères.
Les inégalités Nord-Sud,Concept,dégradation des termes de l'échange,"Phénomène économique où les prix des produits primaires baissent par rapport aux prix des produits manufacturés sur le long terme, pénalisant les pays exportateurs de matières premières."
Les inégalités Nord-Sud,Institution,aide publique au développement,Ensemble des flux financiers transférés par les États développés vers les pays en développement pour favoriser l'amélioration des conditions de vie et la croissance économique.
La dette mondiale,Institution,FMI,"Le Fonds Monétaire International est une organisation internationale veillant à la stabilité financière mondiale et prêtant aux pays en difficulté, souvent en échange de réformes structurelles."
La dette mondiale,Date,Traité de Maastricht,"Signé en 1992, il fixe les critères de convergence pour l'Union européenne, dont une dette publique limitée à 60 % du PIB et un déficit à 3 %."
"L'économie de plateforme (Uber, Airbnb...)",Concept,Appariement,Processus de mise en relation efficace entre un offreur et un demandeur sur une place de marché numérique.
"L'économie de plateforme (Uber, Airbnb...)",Concept,Subordination algorithmique,"Situation où un travailleur, bien que juridiquement indépendant, subit le contrôle, la surveillance et les directives d'un algorithme (notation, tarification, déconnexion)."
"L'économie de plateforme (Uber, Airbnb...)",Autre,Requalification,Décision de justice transformant un contrat de prestation de service (indépendant) en contrat de travail (salarié) après constatation d'un lien de subordination.
"L'économie de plateforme (Uber, Airbnb...)",Institution,Taxation numérique,"Dispositif fiscal (comme la taxe GAFA) visant à imposer les revenus des plateformes numériques sur le lieu où elles créent de la valeur, et non seulement où elles sont domiciliées."
Le rôle des données (le «pétrole du XXIe siècle»),Concept,machine learning,"Champ d’étude de l'intelligence artificielle qui utilise des méthodes statistiques pour permettre aux ordinateurs d'apprendre à partir de données, sans être explicitement programmés pour chaque tâche."
Le rôle des données (le «pétrole du XXIe siècle»),Institution,GAFAM,"Acronyme désignant les cinq géants américains de la technologie : Google, Apple, Facebook (Meta), Amazon et Microsoft."
Le rôle des données (le «pétrole du XXIe siècle»),Institution,BATX,"Équivalent chinois des GAFAM, regroupant Baidu, Alibaba, Tencent et Xiaomi."
Le rôle des données (le «pétrole du XXIe siècle»),Concept,souveraineté numérique,"Capacité d'un État ou d'une organisation à maîtriser ses infrastructures numériques, ses données et ses technologies afin de ne pas dépendre de puissances étrangères."
La fracture numérique mondiale,Concept,smartphone,Téléphone intelligent doté d'un système d'exploitation permettant l'accès à Internet et l'installation d'applications.
La fracture numérique mondiale,Concept,télétravail,Activité professionnelle exercée à distance grâce aux outils numériques.
La fracture numérique mondiale,Autre,MOOC,(Massive Open Online Course) Cours d'enseignement diffusé sur Internet et accessible à tous gratuitement ou à faible coût.
La fracture numérique mondiale,Concept,Big Data,Ensembles de données si volumineux qu'ils nécessitent des outils informatiques spécifiques pour être analysés et exploités.
La désinformation et les fake news,Institution,MIT,"Le Massachusetts Institute of Technology, une université de recherche prestigieuse qui mène de nombreuses études sur l'impact des technologies numériques sur la société."
La désinformation et les fake news,Institution,AFP,"Agence France-Presse, agence de presse mondiale de référence qui a développé l'un des plus grands réseaux de fact-checking au monde."
La désinformation et les fake news,Concept,Deepfakes,"Enregistrements audio ou vidéo ultra-réalistes générés par intelligence artificielle, permettant de substituer le visage ou la voix d'une personne par une autre pour lui attribuer des propos imaginaires."
Le trou de la couche d'ozone (et sa guérison),Lieu,Antarctique,"Continent situé au pôle Sud, où les conditions météorologiques extrêmes de la stratosphère au printemps favorisent la destruction massive de l'ozone par les CFC."
Le trou de la couche d'ozone (et sa guérison),Concept,Stratosphère,"Seconde couche de l'atmosphère terrestre, située entre environ 10 et 50 km d'altitude, abritant la majeure partie de la couche d'ozone."
Le trou de la couche d'ozone (et sa guérison),Concept,Dioxyde de carbone (CO₂),"Gaz présent naturellement dans l'atmosphère, mais dont l'excédent lié aux activités humaines est le principal responsable du réchauffement climatique actuel."
La crise de la biodiversité,Institution,WWF,"Fonds mondial pour la nature (World Wide Fund for Nature), l'une des plus grandes organisations non gouvernementales internationales de protection de l'environnement."
La crise de la biodiversité,Institution,IPBES,"Plateforme intergouvernementale scientifique et politique sur la biodiversité et les services écosystémiques, souvent décrite comme le 'GIEC de la biodiversité'."
La crise de la biodiversité,Œuvre,Dasgupta Review,"Rapport économique majeur (2021) commandé par le Trésor britannique, qui théorise l'intégration de la nature dans les indicateurs économiques mondiaux."
La crise de la biodiversité,Concept,limites planétaires,Seuils quantifiés que l'humanité ne devrait pas dépasser pour ne pas compromettre les conditions habitables de la Terre.
La crise de la biodiversité,Évènement,COP15,"Conférence des Nations Unies sur la biodiversité tenue en 2022, ayant abouti à l'accord historique '30 par 30' pour la protection de la nature."
La crise de la biodiversité,Concept,résilience,Capacité d'un écosystème à retrouver son fonctionnement normal après avoir subi une perturbation majeure.
L'économie circulaire,Autre,Bauxite,Le principal minerai permettant la production d'aluminium.
L'économie circulaire,Concept,Ecosystème industriel,"Modèle d'organisation où les entreprises d'un même territoire échangent leurs flux (énergie, eau, matières) pour que les déchets des uns deviennent les ressources des autres."
L'économie circulaire,Autre,Lithium,Métal alcalin essentiel à la fabrication des batteries rechargeables pour véhicules électriques et appareils mobiles.
L'économie circulaire,Concept,Responsabilité Élargie du Producteur,"Principe juridique selon lequel les fabricants et importateurs doivent prendre en charge, financièrement ou techniquement, la gestion de la fin de vie des produits qu'ils mettent sur le marché."
L'économie circulaire,Concept,Économie de la fonctionnalité,Modèle économique privilégiant l'usage d'un bien (location d'un service) plutôt que sa possession (achat de l'objet).
L'économie circulaire,Concept,Passeport numérique des produits,Outil d'information stockant les caractéristiques techniques et la composition d'un produit pour faciliter sa réparation et son recyclage futur.
Pourquoi les abeilles sont-elles vitales ?,Concept,sonication,Technique de pollinisation utilisée par certains insectes (comme les bourdons) qui font vibrer leurs muscles alaires pour secouer le pollen des anthères de fleurs spécifiques.
Pourquoi les abeilles sont-elles vitales ?,Concept,pollinisation,"Processus de transport des grains de pollen depuis les organes mâles (étamines) vers les organes femelles (pistil) d'une fleur, permettant la fécondation et la production de graines et de fruits."
Pourquoi les abeilles sont-elles vitales ?,Concept,entomofaune,Ensemble des espèces d'insectes vivant dans un milieu donné.
Pourquoi les abeilles sont-elles vitales ?,Concept,chaîne trophique,Suite de relations alimentaires entre des êtres vivants qui se mangent les uns les autres (chaîne alimentaire).
Pourquoi les abeilles sont-elles vitales ?,Concept,infrastructures agroécologiques,"Éléments non productifs d'une exploitation (haies, mares, murets, bandes fleuries) qui fournissent des refuges et des ressources à la biodiversité."
La montée des eaux,Lieu,Inlandsis,"Immense glacier de très grande étendue, pouvant atteindre plusieurs kilomètres d'épaisseur, recouvrant un socle continental (comme au Groenland ou en Antarctique)."
La montée des eaux,Institution,GIEC,"Groupe d'experts intergouvernemental sur l'évolution du climat, organisme de l'ONU chargé d'évaluer les connaissances scientifiques sur le changement climatique."
La montée des eaux,Concept,Dilatation thermique,Phénomène physique par lequel un corps (ici l'eau) augmente de volume sous l'effet d'une hausse de sa température.
La montée des eaux,Concept,Mangrove,Écosystème de marais maritimes incluant des arbres spécifiques (palétuviers) qui stabilisent les côtes et protègent contre l'érosion et les ondes de tempête.
L'IA et l'emploi,Concept,IA générative,"Type d'intelligence artificielle capable de créer de nouveaux contenus (texte, images, code, son) à partir d'exemples appris, plutôt que de simplement analyser des données existantes."
L'IA et l'emploi,Concept,cols blancs,"Expression désignant les travailleurs de bureau, les cadres et les professions intellectuelles, par opposition aux 'cols bleus' qui travaillent dans l'industrie ou les travaux manuels."
L'IA et l'emploi,Concept,Ingénieur en prompts,Métier consistant à concevoir et affiner les instructions textuelles données à une IA générative pour obtenir le résultat le plus pertinent et efficace possible.
Le populisme : pourquoi ça monte partout ?,Personnage,Jan-Werner Müller,"Politologue et professeur à Princeton, auteur de 'Qu'est-ce que le populisme ?', qui définit le phénomène par son anti-pluralisme et sa prétention à l'exclusivité de la représentation."
Le populisme : pourquoi ça monte partout ?,Personnage,Branko Milanović,"Économiste serbo-américain spécialisé dans les inégalités, célèbre pour sa 'courbe de l'éléphant' montrant la répartition des gains de revenus mondiaux."
Le populisme : pourquoi ça monte partout ?,Concept,mondialisation,"Processus d'ouverture des frontières économiques et d'accélération des échanges mondiaux, dont les effets inégaux sont un moteur du vote populiste."
Le populisme : pourquoi ça monte partout ?,Mouvement,trumpisme,"Mouvement politique associé à Donald Trump, mêlant populisme, nationalisme économique et une communication directe bousculant les normes institutionnelles."
Le populisme : pourquoi ça monte partout ?,Concept,monisme,"Idée politique selon laquelle le peuple a une volonté unique et indivisible, représentée par un seul leader, refusant ainsi la diversité des opinions."
Le populisme : pourquoi ça monte partout ?,Concept,backlash,Réaction violente ou résistance d'un groupe social face à des changements culturels ou politiques rapides perçus comme une menace pour ses valeurs.
Le populisme : pourquoi ça monte partout ?,Institution,médiias de masse,"Grands organes de presse traditionnels (TV, journaux), souvent qualifiés d''élites médiatiques' par les populistes pour les discréditer."
Le populisme : pourquoi ça monte partout ?,Concept,dédiabolisation,Stratégie politique visant à rendre un parti radical plus acceptable pour l'électorat modéré en lissant son image et son discours.
La santé mentale comme enjeu de société,Concept,Comparaison sociale ascendante,"Processus psychologique où un individu se compare à des personnes qu'il perçoit comme supérieures (beauté, richesse, succès), entraînant souvent une baisse de l'estime de soi."
La santé mentale comme enjeu de société,Concept,Cyber-victimisation,"Forme de harcèlement se produisant via les outils numériques, incluant les insultes, la propagation de rumeurs ou l'exclusion sociale en ligne."
La santé mentale comme enjeu de société,Concept,Renforcement dopaminergique,"Mécanisme biologique lié au circuit de la récompense dans le cerveau, stimulé par les notifications et les 'likes' sur les réseaux sociaux, pouvant mener à une dépendance."
La santé mentale comme enjeu de société,Concept,Fossé de traitement,Écart significatif entre le nombre de personnes ayant besoin de soins de santé mentale et le nombre de personnes qui en reçoivent effectivement.
La santé mentale comme enjeu de société,Personnage,Simone Biles,"Gymnaste américaine multi-médaillée qui, en se retirant de plusieurs épreuves aux JO de Tokyo 2021 pour préserver sa santé mentale, a provoqué un débat mondial sur le sujet."
La santé mentale comme enjeu de société,Concept,Éco-anxiété,Forme de détresse psychique liée au sentiment d'impuissance face aux changements climatiques et aux menaces environnementales futures.
La santé mentale comme enjeu de société,Concept,Intelligence artificielle,Ici utilisée pour désigner les algorithmes et agents conversationnels (chatbots) capables d'effectuer un premier niveau de suivi ou de tri psychiatrique.
L'UE : comment ça marche vraiment ?,Institution,Conseil de l'UE,"Réunion des ministres nationaux par domaine (ex: agriculture, finances). Il vote les lois avec le Parlement et représente les intérêts des gouvernements membres."
L'UE : comment ça marche vraiment ?,Institution,Commission européenne,"Organe exécutif de l'UE. Elle propose les lois, gère le budget et veille à l'application des traités sous la direction de 27 commissaires."
L'UE : comment ça marche vraiment ?,Concept,groupes d'intérêt,"Organisations (ONG, entreprises, syndicats) cherchant à influencer les décisions politiques à Bruxelles en apportant leur expertise technique."
L'UE : comment ça marche vraiment ?,Institution,comité de conciliation,Instance réunissant députés européens et représentants du Conseil pour trouver un accord final sur une loi en cas de désaccord persistant.
La liberté de la presse dans le monde,Concept,concentration médiatique,"Processus par lequel un nombre restreint de propriétaires ou de grands groupes industriels acquièrent la majorité des supports de presse, de télévision et de radio."
