# History
10,History,Antiquity & Middle Ages,The Discovery of America (1492),Which calculation error was Columbus a victim of in his project to reach Asia from the west?,He underestimated the Earth's circumference by about 40% and overestimated the extent of Asia,"He was unaware of the existence of the Gulf Stream, which slows ships heading west",He believed the Atlantic was shallow and navigable with small ships,He confused Arabic maps that placed Asia in the east and west simultaneously,"By confusing the units of measurement for miles (Arabic vs Roman), Columbus calculated a Earth circumference much smaller than reality, thinking Asia was very close to Europe from the west.",What title did Columbus obtain in the agreement signed with Isabella of Castile?,The hereditary title of Admiral of the Ocean Sea and the rank of Viceroy of the discovered territories,The right to establish trading posts in exchange for a quarter of the profits,The promise of being ennobled and obtaining lands in Castile upon his return,The monopoly of trade with Asia for himself and his descendants for 50 years,"The Capitulations of Santa Fe were a contract very favorable to Columbus, granting him titles of sovereignty (viceroy) and exceptional maritime privileges as well as 10% of the profits.",How many days did Columbus's crossing from Palos de la Frontera to the Bahamas last?,70 days,33 days,120 days,9 months,"The expedition left Spain on August 3 and made landfall on October 12, 1492, a 70-day Period during which the crew narrowly avoided mutiny.",Why is the American continent named after Amerigo Vespucci and not Columbus?,"Vespucci was the first to understand that it was a ""New World"" and not Asia",Vespucci made more voyages and mapped more coasts than Columbus,Columbus ceded his rights to Amerigo Vespucci in exchange for the repayment of his debts,Queen Isabella chose the name of Vespucci to erase the memory of Columbus's failure,"While Columbus persisted in believing he was in Asia, Amerigo Vespucci published analyses proving the existence of a new continent. The cartographer Waldseemüller immortalized this analysis in 1507.",What proportion of the indigenous populations of America did European epidemics decimate in a century?,Between 50 and 90%,About 10 to 20%,About 30%,Almost all,"The lack of immune defenses against imported diseases (smallpox, influenza) caused a microbial shock killing between half and almost all of certain local populations."
11,History,Modern Revolutions & Conflicts,The Storming of the Bastille (1789),"How many prisoners were actually in the Bastille when it was attacked on July 14, 1789?",7 prisoners,More than 200 politics prisoners,"None, it was empty",47 prisoners freed by the crowd,"Despite its reputation as a fearsome politics prison, it only housed 7 individuals (4 forgers, 2 madmen and 1 libertine) because it was militarily neglected.","What does Louis XVI write in his personal diary on July 14, 1789?","The word ""Nothing""","""Revolution""","""Victory""","""Treason""","This famous note referred only to his hunting results for the day, proving his disconnect from the historical importance of the Parisian events.","What was the main consequence of the ""Great Fear"" in the French countryside?",The abolition of privileges during the night of August 4,The King's return to Versailles with his troops,The mass execution of provincial nobles,The signing of a peace treaty with England,The violence of the peasant revolts pushed the deputies to act urgently to calm the country by voting for the end of feudal rights.,Why did the Parisians specifically head to the Bastille after looting the Invalides?,To seize gunpowder,To free revolutionary leaders,To install the National Assembly there,To capture Louis XVI who was hiding there,"While they possessed 32,000 rifles taken from the Invalides, they lacked ammunition. The Bastille served as a storage facility for powder reserves.",In what year did July 14 officially become the French national holiday?,In 1880,In 1790,In 1815,In 1848,"It was under the Third Republic that this date was chosen as a symbol of republican unity, nearly a century after the fall of the fortress."
12,History,Modern Revolutions & Conflicts,Napoleon's strategy at Ulm (1805),What is the major structural originality of Napoleon's Grande Armée during the Ulm maneuver?,It is organized into autonomous army corps capable of moving on parallel roads,It possesses heavy siege artillery capable of destroying the walls of Ulm in a single day,It uses mandatory mass conscription for the first time,It is entirely composed of foreign soldiers to preserve French troop numbers,The army corps system allowed for unprecedented movement speed because each unit could resupply and march separately before concentrating for the battle.,What logistical error contributed to the delay of the Russian army coming to assist Mack?,"The use of the Julian calendar by the Russians, offset from the Austrian calendar",A plague epidemic that decimated horses in Russia,The preemptive destruction of all bridges on the Danube by the French,The Russian government's refusal to finance travel expenses beyond its border,The 12-day gap between the Julian calendar (Russia) and Gregorian calendar (Austria) caused poor timing coordination between the allies.,"How many Austrian soldiers surrender directly with general Mack on October 17, 1805?","27,000 men","5,000 men","100,000 men","60,000 men","The figure of 27,000 corresponds to the initial surrender at Ulm, while the figure of 60,000 or 70,000 encompasses the total losses of the campaign over two weeks.",Which major naval Event occurs during the same week as the triumph of Ulm?,The Battle of Trafalgar,The Battle of the Nile,The Siege of Malta,The signing of the Treaty of Amiens,"Trafalgar (October 21, 1805) annihilated the French fleet and limited the victory of Ulm by preventing Napoleon from threatening England by sea.",Which battle ends the 1805 campaign a few weeks after the capture of Ulm?,Austerlitz,Jena,Wagram,Waterloo,"The Battle of Austerlitz (December 2, 1805) is the logical and brilliant conclusion of the 1805 campaign, marking the dissolution of the Third Coalition."
13,History,Modern Revolutions & Conflicts,The Battle of Waterloo (1815),How does Napoleon return from the island of Elba in March 1815?,"With 700 men, rallying the regiments sent to stop him without firing a shot",Thanks to a fleet secretly provided by the Tsar of Russia,"Via Italy disguised as a merchant, before crossing the Alps",Thanks to a coup organized by the Jacobins within Paris,"The return from the island of Elba is nicknamed the 'Flight of the Eagle' because Napoleon managed to retake power through his charisma alone, as the royalist troops rallied to him as he passed.",What mission does Napoleon entrust to Marshal Grouchy before the battle of Waterloo?,"Pursue the Prussians with 33,000 men to prevent their junction with Wellington",Take Paris to ensure a retreat line in case of defeat,Attack Wellington's left flank at dawn on June 18,Immediately rejoin the bulk of the French troops at Mont-Saint-Jean,"Napoleon detached Grouchy to hunt down Blücher after Ligny, but Grouchy maintained his pursuit while the Prussians were already turning back towards Waterloo.","Why is the attack on Waterloo delayed on the morning of June 18, 1815?",To let the ground dry after the rains in order to maneuver the artillery,Because Napoleon was waiting for Wellington's diplomatic surrender,Because of a thick fog that prevented seeing the enemy,Because Napoleon had not yet received his maps of the region,Napoleon's tactics relied on his 'Grand Battery' ; he needed firm ground so that the cannonballs could ricochet and to move his pieces.,What psychological Event marks the French defeat at the end of the day?,"The retreat of the Imperial Guard, reputed to be invincible, which causes a general panic",The death of Marshal Ney during a desperate charge,The capture of Napoleon by British cavalrymen,The explosion of the ammunition depot at the La Haie Sainte farm,"The Imperial Guard was the last resort; its failure against British fire broke the morale of the rest of the army, leading to a total rout.",Which diplomatic body decides the fate of Europe after the fall of Napoleon?,The Congress of Vienna,The League of Nations,The Treaty of Versailles,The London Directory,The Congress of Vienna (1814-1815) reorganized Europe by establishing a balance of power to prevent the domination of a single country.
14,History,Modern Revolutions & Conflicts,The Paris Commune (1871),"Which Event of March 18, 1871, directly triggers the Paris Commune?",Thiers sends the army to recover the cannons of the National Guard at Montmartre,The humiliating armistice signed with Bismarck in January 1871,The legislative elections with a monarchist majority in February 1871,The proclamation of the Third Republic by Gambetta in Paris,The attempt by Thiers to seize the cannons of Montmartre provokes a popular insurrection and the fraternization of the soldiers with the Parisians.,What radical social measure does the Commune attempt to implement?,Self-management of businesses abandoned by their owners,The right to vote for women in all national elections,The immediate reduction of working time to 35 hours per week,The total nationalization of private French banks,The Commune favored the take over of workshops deserted by owners in the form of self-managed workers' cooperatives.,What is the estimated human toll of the Bloody Week of May 1871?,"Between 10,000 and 30,000 deaths","About 1,000 deaths","More than 100,000 deaths","About 5,000 deaths","The repression by the Versailles army was extremely violent, causing between 10,000 and 30,000 victims in just seven days.",How does Karl Marx analyze the Paris Common?,"As the first experience of the ""dictatorship of the proletariat""",As a bourgeois failure unrelated to workers' interests,As a simple peasant uprising without a future in politics,As a plot by the Prussian army to weaken France,"For Marx, the Common is the concrete example of a working-class power replacing the structure of the bourgeois State.",Which Location symbolizes today the memory of the last fighters of the Common?,The Mur des Fédérés at the Père-Lachaise cemetery,The war memorial at the Place de la Bastille,"The Vendôme Column, rebuilt in honor of the insurgents",The Sacré-Cœur Basilica in Montmartre,"The Mur des Fédérés is the spot where the last defenders of the Common were shot on May 28, 1871."
15,History,Modern Revolutions & Conflicts,The Belle Époque (1871-1914),By which three motors does the second industrial revolution of the Belle Époque distinguish itself from the first?,"Electricity, oil and chemistry","Steam, coal and steel","Oil, the automobile and aeronautics","Electricity, the telegraph and railways","The first revolution relied on steam and coal; the second, discussed here, introduces electricity, oil (internal combustion engine) and the chemical industry.",How many hours per day do industrial workers general work during the Belle Époque?,10 to 12 hours,8 hours,14 to 16 hours,6 hours,"Despite progress, social conditions remain harsh. The 8-hour day is not yet the norm, and days of 10 to 12 hours are common.",Which Event of 1914 triggers the chain of events leading to the end of the Belle Époque?,The assassination of Archduke Franz Ferdinand in Sarajevo,The bankruptcy of major European banks,The London stock market crash,The Russian Revolution of 1905,"The Sarajevo assassination on June 28, 1914 activates the system of European alliances and leads to a general conflict within a few weeks.","Which philosopher theorized positivism, the dominant doctrine of this technological optimism?",Auguste Count,Friedrich Nietzsche,Sigmund Freud,Émile Zola,"Auguste Count is the founder of positivism, this philosophy that places science above everything else to solve the ills of society.","Which politics affair in France highlighted the internal fractures (antisemitism, nationalism) of this Period?",Dreyfus Affair (1894-1906),The Panama Case,The Wilson Scandal,The Affairs of the Cards,The Dreyfus Affair is the major Event that revealed antisemitic tensions and divided France between Dreyfusards and anti-Dreyfusards during the Belle Époque.
16,History,Modern Revolutions & Conflicts,The Battle of Verdun (1916),What was the main objective of general von Falkenhayn by attacking Verdun?,To bleed the French army by forcing it to defend a symbol,To take Paris by bypassing the lines from the North,To destroy the armament factories located in the city,To capture general Pétain to disrupt the general staff,Falkenhayn bets on a war of attrition: he attacks a highly symbolic point (Verdun) to force France to send all its divisions there and destroy them with artillery.,What was the system of the « Noria » set up by Pétain?,A frequent rotation of troops on the front to limit their exhaustion,A network of underground galleries connecting the forts together,A secret code used for heavy artillery,The systematic replacement of horses by trucks,The Noria system allowed 70% of the French army to participate in the battle without any unit being totally annihilated by a too long exposure to fire.,"What was the role of the ""Voie Sacrée"" (Sacred Way) during the battle?",Ensuring the vital supply of men and ammunition by truck,Allowing civilians to flee the combat zone,Offering a protected path for diplomatic delegations,Serving as a landing strip for nascent aviation,"Without this road connecting Bar-le-Duc to Verdun, traveled by 6,000 trucks a day, the stronghold would have fallen for lack of ammunition and reinforcements.",What is special about the Douaumont ossuary?,"It holds the remains of 130,000 unidentified soldiers from both sides",It only contains the graves of high-ranking officers,It is built entirely from the debris of forts,It is the only monument in the World dedicated solely to war horses,The ossuary symbolizes the atrocity of industrial warfare where bodies were so shredded by artillery that they can no longer be distinguished by nationality.,What memorial gesture marks the Franco-German reconciliation in 1984?,François Mitterrand and Helmut Kohl holding hands at the ossuary,The signing of the Élysée Treaty in front of the trenches,The symbolic destruction of Fort Douaumont by both countries,The creation of a Common military medal for veterans,"By holding hands in front of the graves of Verdun, the two leaders transformed this Location of suffering into a symbol of lasting peace in Europe."
17,History,Modern Revolutions & Conflicts,The Russian Revolution (1917),What major mistake made by Kerensky's provisional government facilitated the rise of the Bolsheviks?,Its decision to continue the war despite the country's exhaustion,Its refusal to grant the right to vote to women and workers,Its failed attempt to restore Nicholas II to the Carolingian throne,Its secret alliance with Germany to stop the strikes,"By refusing to sign for peace, the provisional government cut itself off from the people who were demanding 'Bread' and above all immediate 'Peace'.",What role did Germany play in the October Revolution?,It organized Lenin's return in a train benefiting from immunity,It financed the creation of the Douma to weaken the Romanovs,It invaded Petrograd to install the Bolsheviks in power,It sent generals to command Trotsky's Red Guards,"Germany hoped that Lenin would destabilize Russia from within, thus forcing the country to withdraw from the war, which is indeed what happened.",What was the actual level of violence during the seizure of the Winter Palace in October 1917?,The palace fell almost without a fight within a few hours,A three-week siege reduced the building to ashes,"More than 50,000 deaths were counted during the final assault",The Imperial Guard massacred all the Bolshevik attackers,"Contrary to legend, the October insurrection was a very bloodless coup d'état because the government had almost no loyal defenders left.","What was the ""dual power"" that emerged after the February Revolution?",The coexistence between the Provisional Government and the Petrograd Soviet,The sharing of the throne between Nicholas II and his son Alexei,The military alliance between Russia and the German Empire,The conflict of Legitimacy between Lenin and Leon Trotsky,"The Provisional Government had official Legitimacy, but the Petrograd Soviet controlled the reality on the ground (soldiers, workers, transport).",Why was the imperial family executed in July 1918?,To prevent the 'White' opponents from liberating them and making them a symbol,Following a public trial conducted by the Moscow Soviet,By mistake during a German bombardment of the city of Yekaterinburg,Because Nicholas II refused to sign the Treaty of Brest-Litovsk,"The Bolsheviks feared that the advance of the counter-revolutionary armies (Whites) would allow the Tsar to be liberated, thus offering a charismatic leader to the opposition."
18,History,Modern Revolutions & Conflicts,The Great Depression (1929),What is the name of the speculative mechanism that allows buying shares by paying only 10% of their value?,Buying on margin,Bank leverage,The futures contract,The bond loan,"Buying on margin allowed investors to borrow 90% of the price of a stock, creating an artificial bubble that amplified the panic during the crash.",How much value did the Dow Jones lose between 1929 and 1932?,89% of its value,23%,50%,40%,"Between the 1929 peak and the 1932 low, Wall Street's flagship index lost nearly 90% of its value, ruining millions of investors.",How many American banks closed between 1929 and 1933?,"9,000 banks",500 banks,100 banks,"200,000 banks","Approximately 9,000 banks went bankrupt as they could no longer cope with massive customer withdrawals (bank runs) after losing their own investments.",Which New Deal Law separated commercial banks from investment banks?,The Glass-Steagall Law,The Wagner Law,The Sherman Law,The Smoot-Hawley Law,The Glass-Steagall Law of 1933 aimed to protect individual savings by preventing commercial banks from speculating on financial markets with deposit money.,What direct link exists between the Great Depression and Hitler's rise to power?,Mass unemployment reaching 30% created social despair exploited by the Nazi Party,The United States directly funded the Nazi Party to counter communism during the crisis,The crisis forced France and England to invade Germany to seize its gold reserves,The Wall Street crash caused an immediate communist revolution in Germany,"The explosion of unemployment to 6 million people completely destabilized the Weimar Republic, allowing the Nazis to present themselves as the only recourse against famine."
19,History,Modern Revolutions & Conflicts,The Battle of Stalingrad (1942-1943),What was the initial strategic objective of the 1942 German offensive (Case Blue)?,To seize the oil resources of the Caucasus,To take Moscow from the south,Destroy Leningrad through a land siege,Invade Iran to join up with Japanese troops,The main objective of 1942 was economic: Caucasian oil was indispensable to the Wehrmacht to continue the war.,"Why was the ""hugging"" tactic effective for the Soviets?",It neutralized the advantage of German aviation and artillery,It made it easier to capture high-ranking officers,It saved ammunition by prioritizing hand-to-hand combat,It facilitated the resupplying of troops by the civilian population,"By staying extremely close to the German lines, the Soviets prevented the enemy aviation from bombing without risking killing its own soldiers.",Which weak point did Operation Uranus rely on to succeed in the encirclement?,The flanks of the 6th Army held by less-equipped allied troops,The lack of fuel for German reserve tanks,The absence of command following the suicide of Friedrich Paulus,The mutiny of German soldiers refusing to fight in the cold,"The Soviet offensive struck sectors held by Romanian and Hungarian armies, which did not have the means to resist the shock power of Russian tanks.",Why did Hitler appoint Friedrich Paulus Field Marshal just before the fall of the city?,"To encourage him to commit suicide, as no Field Marshal had ever surrendered",To reward him for his heroic defense of Pavlov's House,To give him the necessary authority to negotiate a separate peace,Because he was unaware that Friedrich Paulus was already in the hands of the Red Army,The promotion to the rank of Field Marshal was a morbid psychological pressure: Hitler expected Friedrich Paulus to take his own life rather than suffer the dishonor of capture.,"What was the fate of the 91,000 German prisoners captured in February 1943?","Only about 6,000 returned alive to Germany after the war",They were released as early as 1945 after the fall of Berlin,They were forcibly integrated into the Red Army to rebuild the city,They all perished during the death marches to Siberia,"Exhaustion, hunger, and the harshness of forced labor in Soviet camps caused an appalling mortality rate among the prisoners of Stalingrad."
20,History,Modern Revolutions & Conflicts,Hiroshima and Nagasaki (1945),What was the main reason for launching the Manhattan Project in 1942?,The fear that Nazi Germany would develop the bomb first,The immediate response after the attack on Pearl Harbor,The desire of the USSR to share its nuclear secrets,A direct request from the Emperor of Japan to end the war,The project was born from a warning by scientists (Einstein-Szilárd letter) fearing that Hitler would possess a decisive technological weapon.,What was the estimated human cost of Operation Downfall according to American strategists?,"Between 500,000 and 1 million casualties","Fewer than 50,000 soldiers","Approximately 250,000 soldiers",More than 5 million military personnel,The colossal casualties predicted for a land invasion of the Japanese islands were a major argument used to justify the use of the bomb.,"Why was the city of Nagasaki ultimately bombed on August 9, 1945?","Kokura, the initial target, was obscured by clouds",Truman specifically wanted to test the plutonium bomb on a port,It was the hometown of the head of the Japanese army,It contained Japan's last oil reserves,"Bad weather over Kokura forced the aircraft 'Bockscar' to divert to its secondary target, Nagasaki.",Which aircraft dropped the first atomic bomb on Hiroshima?,The B-29 Enola Gay,The B-29 Bockscar,The B-17 Memphis Belle,The B-24 Liberator,"It was the Enola Gay, named after the mother of its pilot Paul Tibbets, which carried out the historic mission over Hiroshima.",What is a 'Hibakusha' in the History of Japan?,A survivor of the bombings of Hiroshima or Nagasaki,A fighter pilot who sacrificed himself in combat,A scientist who worked on the Japanese nuclear project,A minister who signed the act of surrender,"The term 'Hibakusha' literally refers to people affected by the bomb, who suffered from radiation and social hardships."
21,History,Cold War & Contemporary World,Rosa Parks and Montgomery (1955),What was Rosa Parks' real profile before her arrest in 1955?,"An active militant of The NAACP, trained in civil disobedience techniques",A simple apolitical seamstress tired from her day of work,An elected representative to the Alabama Congress,A lawyer working directly for the Supreme Court,Rosa Parks was secretary of the local chapter of The NAACP and had undergone specific training in political activism before her action.,What was the exact duration of the Montgomery bus boycott?,381 days,100 days,15 days,Exactly 2 years,"The boycott began on December 5, 1955, and ended on December 21, 1956, making a total duration of 381 days.",Who was chosen to preside over the Montgomery Improvement Association (MIA) during the boycott?,Martin Luther King Jr.,Malcolm X,Rosa Parks,Thurgood Marshall,The young 26-year-old pastor was chosen for his eloquence and consensual profile to lead the boycott's coordinating structure.,On what legal basis did the Supreme Court declare segregation on buses unconstitutional?,The invalidation of the 'separate but equal' doctrine in public spaces,The immediate abolition of Jim Crow laws by the President,The non-payment of taxes by the bus company,The banning of motorized buses in city centers,"The decision was based on the fact that segregation violated the 14th Amendment, following the logic already initiated by the Brown v. Board of Education ruling.",Why did The NAACP favor Rosa Parks' case over that of Claudette Colvin?,Because Rosa Parks presented a image of respectability that was more strategic for public opinion,Because Claudette Colvin had refused to testify before the judges,Because Rosa Parks was the only one possessing a valid bus ticket,Because Claudette Colvin was not a member of the black community of Montgomery,"The leaders of the Movement were looking for an irreproachable profile (married woman, employed, calm) to prevent personal attacks against the activist from interfering with the cause."
22,History,Cold War & Contemporary World,The Cuban Missile Crisis (1962),What is the ExComm convened by Kennedy during the missile crisis?,A 13-person crisis committee formed to manage the situation secretly before any public declaration,"The Command of the American armed forces, gathered in a state of maximum alert","A council bringing together Kennedy, his generals, and the ambassadors of NATO",The secret Senate committee responsible for overseeing CIA operations,"The ExComm (Executive Committee) was a restricted group of civilian and military advisors allowing Kennedy to analyze all options in secret between October 16 and 22, 1962.","Why is October 27, 1962, nicknamed ""Black Saturday""?",An American U-2 is shot down over Cuba and a Soviet submarine nearly launches a nuclear torpedo,Kennedy and Khrushchev clash directly on the phone with mutual ultimatums,American generals present Kennedy with a plan to invade Cuba for the following day,The USSR publicly threatens to strike American shores directly if the blockade continues,"It is the day of maximum tension when several military incidents (downed plane, harassment of the B-59 submarine) almost turned the diplomatic crisis into open war.",Which Soviet officer prevents the launch of nuclear torpedoes from the B-59 submarine?,"Vasili Arkhipov, whose veto is necessary to authorize the firing according to Soviet rules","Nikita Khrushchev himself, reached by radio from Moscow at the last second","The commander of the submarine, convinced by his second-in-command that a communication error occurred","A captured American officer, who convinces the Soviet crew that he is not at war",The protocol aboard the B-59 required the agreement of three officers. Arkhipov was the only one to oppose the nuclear launch despite the stress of the American attack.,What secret clause allowed the diplomatic situation to be unblocked?,The withdrawal of American Jupiter missiles installed in Turkey,Cuba joining the bloc of non-aligned countries,The immediate resignation of Fidel Castro demanded by Kennedy,The sharing of control of the city of Berlin between the two blocs,"Kennedy agreed to withdraw the Jupiter missiles from Turkey, but demanded that this concession remain secret so as not to appear vulnerable to the USSR.",How did the Cuba crisis modify the Cold War ?,It led to a Period of 'Détente' and the creation of a direct communication line,It caused the immediate end of the Soviet Union,It led to the signing of the first comprehensive nuclear test-ban treaty,It forced the United States to abandon all of their military bases in Europe,"Having come close to catastrophe, both superpowers established the 'red teletype' and sought to soothe their relations through Détente."
