Nom du cours,Classification,Terme,Explication
How does soap kill viruses?,Concept,The amphiphilic soap molecule,A molecule with one hydrophilic end (water-loving) and one hydrophobic end (fat-loving). This dual nature allows it to insert itself into the lipid membranes of viruses and physically disintegrate them.
How does soap kill viruses?,Concept,The viral lipid envelope,"Certain viruses (coronavirus, influenza, HIV) are surrounded by a fatty membrane. This is their weak point: soap dissolves it, destroying the virus. Non-enveloped viruses (norovirus, poliovirus) are more resistant to soap."
"The discovery of penicillin (Fleming, 1928)",Figure,Howard Florey and Ernst Boris Chain,"Oxford researchers who purified penicillin starting in 1939 and tested it on humans in 1941. Without their work, Fleming's discovery would have remained a laboratory curiosity. They shared the 1945 Nobel Prize with Fleming."
"The discovery of penicillin (Fleming, 1928)",Concept,Antibiotic resistance,"An evolutionary phenomenon by which bacteria develop mechanisms to resist antibiotics. Predicted by Fleming as early as 1945, it now kills 1.27 million people per year - one of the main health threats of the 21st century."
The discovery of electricity and its applications,Figure,Michael Faraday,Self-taught British physicist who discovered electromagnetic induction (1831): a varying magnetic field generates an electric current. This principle is the basis of all modern electric generators and transformers.
The discovery of electricity and its applications,Related event,The War of Currents (Edison vs. Tesla),"Edison championed direct current (DC), Tesla and Westinghouse alternating current (AC). AC won because it can be transported over long distances. Edison organized public electrocutions of animals to demonstrate the ""danger"" of AC."
"The discovery of X-rays (Röntgen, 1895)",Concept,Radioactivity and early risks,Röntgen and his first users were unaware of the dangers of X-rays. Doctors developed cancers after years of exposure. Marie Curie herself died of aplastic anemia caused by her years of contact with radioactive materials.
"The discovery of X-rays (Röntgen, 1895)",Related event,"The ""Little Curies"" during World War I","Marie Curie equipped 20 mobile radiography trucks that traveled the French front, saving countless lives by making it possible to locate bullets without exploratory surgery. These vehicles were nicknamed ""little Curies""."
The discovery of the microwave (by accident),Figure,Percy Spencer,"A self-taught engineer at Raytheon, orphaned at 18 months, with no degree. His curiosity led him to test magnetrons on food after feeling his chocolate bar melt. He filed several hundred patents during his career."
"The theory of gravitation (Newton, 1687)",Figure,Johannes Kepler,"Astronomer (1571-1630) who empirically established the three laws of planetary Movement: elliptical orbits, equal areas, Period Square proportional to the semi-major axis. Newton built his Law of gravitation by providing the unifying theoretical explanation."
"The theory of gravitation (Newton, 1687)",Concept,Relativistic gravitation (Einstein),"General Relativity (1915) surpassed Newton: gravity is not a force but a curvature of space-time caused by mass. It predicts phenomena that Newton could not explain: the precession of Mercury, the deflection of light, gravitational waves."
The discovery of radioactivity (Marie Curie),Figure,Henri Becquerel,French physicist who discovered radioactivity in 1896 almost by accident: uranium salts had fogged a photographic plate through black paper. He shared the 1903 Nobel Prize with the Curies.
The discovery of radioactivity (Marie Curie),Concept,Radioactive decay,"Spontaneous phenomenon by which an unstable atomic nucleus transforms by emitting particles (alpha, beta) or radiation (gamma). Marie Curie understood that radioactivity was a property of the atom itself, not a chemical reaction."
The invention of the Internet,Concept,The TCP/IP protocol,"A set of rules defining how data is broken down into packets, addressed, transmitted, and reassembled. Invented by Cerf and Kahn (1974), it is the ""universal language"" that allows heterogeneous networks to communicate with each other."
The invention of the Internet,Related event,The launch of Sputnik (1957),"The first Soviet artificial satellite, its launch created a shockwave in the United States. This fear led to the creation of ARPA and, indirectly, ARPANET - the ancestor of the Internet - to maintain decentralized communications in the event of a nuclear attack."
"The structure of DNA (Watson & Crick, 1953)",Figure,Rosalind Franklin,"A crystallographer whose Photo 51 (an X-ray diffraction image of DNA) was passed to Watson and Crick without her consent. She had understood the helical structure, but the data was ""borrowed"" from her. Having died in 1958, she could not receive the 1962 Nobel Prize."
"The structure of DNA (Watson & Crick, 1953)",Concept,DNA replication,The process by which the double helix unwinds and each strand serves as a template for the synthesis of a complementary strand. This mechanism ensures the faithful transmission of genetic information during each cell division.
The discovery of anesthesia,Figure,William Morton,"An American dentist who performed the first public demonstration of ether anesthesia in 1846. He attempted to patent it under a code name, but the process was too simple - it spread freely throughout the World in a few months."
The discovery of anesthesia,Concept,Antisepsis (Semmelweis and Lister),"Even before anesthesia, post-operative infections were killing patients. Semmelweis (1847) then Lister (1867) imposed hygiene: hand washing, sterilized instruments. These two revolutions - anesthesia and antisepsis - transformed surgery."
Darwin's theory of evolution (1859),Figure,Alfred Russel Wallace,A naturalist who independently developed a Theory identical to Darwin's in 1858. His letter precipitated the publication of On the Origin of Species. Their joint presentation to the Linnean Society established their shared priority - Wallace is often forgotten.
