# Geschichte
10,Geschichte,Antike & Mittelalter,Die Entdeckung Amerikas (1492),"Welchen Rechenfehler beging Kolumbus bei seinem Vorhaben, Asien über den Westen zu erreichen?",Er unterschätzt den Umfang der Erde um etwa 40% und überschätzt die Ausdehnung Asiens,"Er ignoriert die Existenz des Golfstroms, der die Schiffe in Richtung Westen verlangsamt","Er glaubt, dass der Atlantik flach und mit kleinen Schiffen befahrbar ist","Er verwechselt arabische Karten, die Asien gleichzeitig im Osten und im Westen platzieren","Durch die Verwechslung der Maßeinheiten für Meilen (arabische vs. römische) berechnete Kolumbus einen weit kleineren Erdumfang als in der Realität und dachte, Asien läge über den Westen sehr nah an Europa.",Welchen Titel erhält Kolumbus in dem mit Isabella von Kastilien unterzeichneten Abkommen?,Den erblichen Titel eines Admirals des Weltmeeres und den Rang eines Vizekönigs der entdeckten Gebiete,"Das Recht, Handelsniederlassungen im Austausch gegen ein Viertel der Gewinne zu errichten","Das Versprechen, nach seiner Rückkehr geadelt zu werden und Ländereien in Kastilien zu erhalten",Das Monopol auf den Handel mit Asien für sich und seine Nachkommen über 50 Jahre,"Die **Kapitulation von Santa Fe** ist ein für Kolumbus sehr günstiger Vertrag, der ihm Souveränitätstitel (Vizekönig) und außergewöhnliche maritime Privilegien sowie 10% der Profite zuweist.",Wie viele Tage dauert die Überquerung von Kolumbus von Palos de la Frontera bis zu den Bahamas?,70 Tage,33 Tage,120 Tage,9 Monate,"Die Expedition verlässt Spanien am 3. August und erreicht am 12. Oktober 1492 das Land, was einer Dauer von 70 Tagen entspricht, eine **Periode**, in der die Besatzung kurz vor einer Meuterei stand.",Warum trägt der amerikanische Kontinent den Namen von **Amerigo Vespucci** und nicht den von Kolumbus?,"**Amerigo Vespucci** ist der Erste, der versteht, dass es sich um eine «Neue **Welt**» und nicht um Asien handelt",Vespucci unternahm mehr Reisen und kartografierte mehr Küsten als Kolumbus,Kolumbus trat seine Rechte im Austausch für die Tilgung seiner Schulden an Vespucci ab,"Königin Isabella wählte den Namen von Vespucci, um die Erinnerung an das Scheitern von Kolumbus zu tilgen","Während Kolumbus beharrlich glaubte, in Asien zu sein, veröffentlichte Vespucci Analysen, die die Existenz eines neuen Kontinents bewiesen. Der Kartograf Waldseemüller verewigte diese Analyse im Jahr 1507.",Welchen Anteil der indigenen Bevölkerung Amerikas rafften die europäischen Epidemien innerhalb eines Jahrhunderts dahin?,Zwischen 50 und 90%,Etwa 10 bis 20%,Etwa 30%,Fast die Gesamtheit,"Der Mangel an Immunabwehr gegen importierte Krankheiten (**Pocken**, Grippe) verursachte einen mikrobiellen Schock, der zwischen der Hälfte und fast der Gesamtheit bestimmter lokaler Bevölkerungen tötete."
11,Geschichte,Revolutionen & moderne Konflikte,Der Sturm auf die Bastille (1789),"Wie viele Gefangene befanden sich am 14. Juli 1789 tatsächlich in der Bastille, als sie angegriffen wurde?",7 Gefangene,Mehr als 200 politische Gefangene,"Keine, sie war leer",47 von der Menge befreite Gefangene,"Trotz ihres Rufes als gefürchtetes Gefängnis für Politik beherbergte sie nur 7 Personen (4 Fälscher, 2 Geisteskranke und 1 Libertin), da sie militärisch vernachlässigt worden war.",Was notierte Ludwig XVI. am 14. Juli 1789 in seinem persönlichen Tagebuch?,Das Wort «Rien» (Nichts),«Revolution»,«Sieg»,«Verrat»,Diese berühmte Notiz bezog sich einzig auf seine Jagdergebnisse des Tages und bewies seine Distanz zur historischen Bedeutung der Pariser Ereignisse.,Was war die Hauptfolge der «Grande Peur» (Großen Furcht) in den ländlichen Gebieten Frankreichs?,Die Abschaffung der Privilegien in der Nacht des 4. August,Die Rückkehr des Königs mit seinen Truppen nach Versailles,Die Massenhinrichtung des Landadels,Die Unterzeichnung eines Friedensvertrags mit England,"Die Gewalt der Bauernaufstände trieb die Abgeordneten dazu, dringend zu handeln und das Ende der Feudalrechte zu beschließen, um das Land zu beruhigen.","Warum zogen die Pariser gezielt zur Bastille, nachdem sie das Invalidenhaus geplündert hatten?",Um sich des Schießpulvers zu bemächtigen,Um Anführer der Revolution zu befreien,Um dort die Nationalversammlung einzurichten,"Um Ludwig XVI. gefangen zu nehmen, der sich dort versteckte","Obwohl sie 32.000 im Invalidenhaus erbeutete Gewehre besaßen, fehlte es ihnen an Munition. Die Bastille diente als Depot für die Pulverreserven.",In welchem Jahr wurde der 14. Juli offiziell zum französischen Nationalfeiertag?,Im Jahr 1880,Im Jahr 1790,Im Jahr 1815,Im Jahr 1848,"Unter der Dritten Republik wurde dieses Datum als Symbol der republikanischen Einheit gewählt, fast ein Jahrhundert nach dem Fall der Festung."
12,Geschichte,Revolutionen & moderne Konflikte,Napoleons Strategie bei Ulm (1805),Was ist die große strukturelle Besonderheit der Grande Armée von Napoleon während des Manövers von Ulm?,"Sie ist in autonomen Armeekorps organisiert, die in der Lage sind, sich auf parallelen Routen zu bewegen","Sie verfügt über schwere Belagerungsartillerie, die die Mauern von Ulm an einem Tag zerstören kann",Sie setzt zum ersten Mal die obligatorische Massenkonskription ein,"Sie besteht vollständig aus ausländischen Soldaten, um die französischen Truppenstärken zu schonen","Das System der Armeekorps ermöglichte eine beispiellose Marschgeschwindigkeit, da jede Einheit sich separat versorgen und marschieren konnte, bevor sie sich für die Schlacht konzentrierte.","Welcher logistische Fehler trug zur Verspätung der russischen Armee bei, die Mack zu Hilfe kommen wollte?","Die Verwendung des Julianischer Kalender durch die Russen, der gegenüber dem österreichischen Kalender verschoben war","Eine Pestepidemie, die die Pferde in Russland dezimierte",Die präventive Zerstörung aller Brücken über die Donau durch die Franzosen,"Die Weigerung der russischen Regierung, die Reisekosten über ihre Grenze hinaus zu finanzieren",Die Differenz von 12 Tagen zwischen dem Julianischer Kalender (Russland) und dem gregorianischen (Österreich) führte zu einer mangelhaften zeitlichen Koordination zwischen den Alliierten.,Wie viele österreichische Soldaten kapitulieren am 17. Oktober 1805 direkt mit dem General Mack?,27 000 Männer,5 000 Männer,100 000 Männer,60 000 Männer,"Die Zahl von 27 000 entspricht der ursprünglichen Kapitulation in Ulm, während die Zahl von 60 000 oder 70 000 die gesamten Verluste des Feldzugs über zwei Wochen umfasst.",Welches bedeutende maritime Ereignis findet in derselben Woche wie der Triumph von Ulm statt?,Die Schlacht von Trafalgar,Die Schlacht bei Abukir,Die Blockade von Malta,Die Unterzeichnung des Friedens von Amiens,"Trafalgar (21. Oktober 1805) vernichtete die französische Flotte und schränkte den Sieg von Ulm ein, indem es Napoleon daran hinderte, England zur See zu bedrohen.",Welche Schlacht beendet den Feldzug von 1805 wenige Wochen nach der Einnahme von Ulm?,Austerlitz,Jena,Wagram,Waterloo,Die Schlacht bei Austerlitz (2. Dezember 1805) ist der logische und brillante Abschluss des Feldzugs von 1805 und markiert die Auflösung der Dritten Koalition.
13,Geschichte,Revolutionen & moderne Konflikte,Die Schlacht bei Waterloo (1815),Wie kehrt Napoleon im März 1815 von der Insel Elba zurück?,"Mit 700 Mann, wobei er die zu seiner Aufhaltung entsandten Regimenter ohne einen Schuss auf seine Seite zog",Dank einer heimlich vom Zaren von Russland bereitgestellten Flotte,"Über Italien als Kaufmann verkleidet, bevor er die Alpen überquerte",Dank eines von den Jakobinern im Inneren von Paris organisierten Staatsstreichs,"Die Rückkehr von der Insel Elba wird als 'Adlerflug' bezeichnet, da es Napoleon gelang, die Macht allein durch sein Charisma zurückzugewinnen, während die royalistischen Truppen bei seinem Vorbeimarsch zu ihm überliefen.",Welche Mission vertraut Napoleon Marschall Grouchy vor der Schlacht bei Waterloo an?,"Die Preußen mit 33.000 Mann zu verfolgen, um deren Vereinigung mit Wellington zu verhindern","Paris einzunehmen, um im Falle einer Niederlage eine Rückzugslinie zu sichern",Wellington ab dem Morgengrauen des 18. Juni an der linken Flanke anzugreifen,Sich sofort dem Großteil der französischen Truppen am Mont-Saint-Jean anzuschließen,"Napoleon beorderte Grouchy nach Ligny, um Blücher zu verfolgen, doch Grouchy setzte seine Verfolgung fort, während die Preußen bereits wieder in Richtung Waterloo umkehrten.",Warum verzögert sich der Angriff bei Waterloo am Morgen des 18. Juni 1815?,"Um den Boden nach den Regenfällen trocknen zu lassen, damit die Artillerie manövriert werden kann",Weil Napoleon auf die diplomatische Kapitulation Wellingtons wartete,"Wegen dichten Nebels, der die Sicht auf den Feind verhinderte",Weil Napoleon seine Karten der Region noch nicht erhalten hatte,"Napoleons Taktik beruhte auf seiner 'Große Batterie' ; er benötigte festen Boden, damit die Kanonenkugeln abprallen konnten und um seine Geschütze zu bewegen.",Welches psychologische Ereignis besiegelt die französische Niederlage am Ende des Tages?,"Der Rückzug der Kaiserlichen Garde, die als unbesiegbar galt, was eine Panik Allgemein auslöste",Der Tod von Marschall Ney bei einem verzweifelten Angriff,Die Gefangennahme Napoleons durch die britischen Reiter,Die Explosion des Munitionsdepots des Bauernhofs Haie Sainte,Die kaiserliche Garde war die letzte Instanz; ihr Scheitern im britischen Feuer brach die Moral der restlichen Armee und führte zu einer totalen Flucht.,Welches diplomatische Gremium entschied über das Schicksal Europas nach dem Sturz Napoleons?,Der Wiener Kongress,Der Völkerbund,Der Vertrag von Versailles,Das Londoner Direktorium,"Der Wiener Kongress (1814-1815) reorganisierte Europa durch die Schaffung eines Gleichgewichts der Mächte, um die Vorherrschaft eines einzelnen Landes zu verhindern."
14,Geschichte,Revolutionen & moderne Konflikte,Die Pariser Kommune (1871),Welches Ereignis vom 18. März 1871 löste direkt die Pariser Kommune aus?,"Thiers entsendet die Armee, um die Kanonen der Nationalgarde auf dem Montmartre zurückzuholen",Der im Januar 1871 mit Bismarck unterzeichnete demütigende Waffenstillstand,Die Parlamentswahlen von Februar 1871 mit monarchistischer Mehrheit,Die Ausrufung der III. Republik durch Gambetta in Paris,"Der Versuch von Thiers, die Kanonen vom Montmartre zu beschlagnahmen, provoziert den Volksaufstand und die Verbrüderung der Soldaten mit den Parisern.",Welche radikale soziale Maßnahme versuchte die Kommune in ein Werk umzusetzen?,Die Selbstverwaltung der von ihren Besitzern verlassenen Unternehmen,Das Frauenwahlrecht bei allen nationalen Wahlen,Die sofortige Reduzierung der Wochenarbeitszeit auf 35 Stunden,Die totale Verstaatlichung der französischen Privatbanken,Die Kommune begünstigte die Übernahme der von den Besitzern verlassenen Werkstätten in Form von selbstverwalteten Arbeiterkooperativen.,Wie hoch ist die geschätzte Zahl der Todesopfer der Blutigen Woche vom Mai 1871?,Zwischen 10.000 und 30.000 Tote,Etwa 1.000 Tote,Mehr als 100.000 Tote,Etwa 5.000 Tote,Die Unterdrückung durch die Versailler Armee war von extremer Gewalt geprägt und forderte zwischen 10.000 und 30.000 Opfer in nur sieben Tagen.,Wie analysiert Karl Marx die Commune von Paris?,Als die erste Erfahrung der „Diktatur des Proletariat“,Als ein bürgerliches Scheitern ohne Bezug zu den Arbeiterinteressen,Als einen einfachen Bauernaufstand ohne politische Zukunft,Als ein Komplott der preußischen Armee zur Schwächung Frankreichs,"Für Marx ist die Commune das konkrete Beispiel einer Arbeitermacht, welche die Struktur des bürgerlichen Staates ersetzt.",Welcher Ort symbolisiert heute das Gedenken an die letzten Kämpfer der Commune?,Die Mauer der Föderierte auf dem Friedhof Père-Lachaise,Das Ehrenmal für die Toten an der Place de la Bastille,"Die Vendôme-Säule, rekonstruiert zu Ehren der Aufständischen",Die Basilika Sacré-Cœur de Montmartre,"Die Mauer der Föderierte ist der Ort, an dem die letzten Verteidiger der Commune am 28. Mai 1871 hingerichtet wurden."
15,Geschichte,Revolutionen & moderne Konflikte,Die Belle Époque (1871-1914),Durch welche drei Antriebe unterscheidet sich die zweite industrielle Revolution der Belle Époque von der ersten?,"Elektrizität, Erdöl und Chemie","Dampf, Kohle und Stahl","Erdöl, das Automobil und die Luftfahrt","Elektrizität, der Telegraph und die Eisenbahn","Die erste Revolution basierte auf Dampf und Kohle; die zweite, die hier behandelt wird, führt Elektrizität, Erdöl (Verbrennungsmotor) und die chemische Industrie ein.",Wie viele Stunden am Tag arbeiten industrielle Arbeiter Allgemein in der Belle Époque?,10 bis 12 Stunden,8 Stunden,14 bis 16 Stunden,6 Stunden,"Trotz des Fortschritts bleiben die sozialen Bedingungen hart. Der 8-Stunden-Tag ist noch nicht die Norm, und Arbeitstage von 10 bis 12 Stunden sind Gewöhnlich.","Welches Ereignis von 1914 löst die Kettenreaktion aus, die zum Ende der Belle Époque führt?",Die Ermordung des Erzherzogs Franz Ferdinand in Sarajevo,Der Bankrott der großen europäischen Banken,Der Londoner Börsenkrach,Die Russische Revolution von 1905,Das Attentat von Sarajevo am 28. Juni 1914 aktiviert das europäische Bündnissystem und führt innerhalb weniger Wochen zum General-isierten Konflikt.,"Welcher Philosoph theoretisierte den Positivismus, die dominante Doktrin dieses technologischen Optimismus?",Auguste Graf,Friedrich Nietzsche,Sigmund Freud,Émile Zola,"Auguste Graf ist der Begründer des Positivismus, jener Philosophie, die die Wissenschaft über alles stellt, um die Übel der Gesellschaft zu lösen.","Welche französische Politik-Affäre hat die internen Brüche (Antisemitismus, Nationalismus) dieser Periode ans Licht gebracht?",Dreyfus-Affäre (1894–1906),Die Panama-Affäre,Der Wilson-Skandal,Die Affaire des Fiches,"Die Dreyfus-Affäre ist das maßgebliche Ereignis, das die antisemitischen Spannungen enthüllte und Frankreich während der Belle Époque zwischen Dreyfusarden und Antidreyfusarden spaltete."
16,Geschichte,Revolutionen & moderne Konflikte,Die Schlacht um Verdun (1916),Was war das Hauptziel von General von Falkenhayn beim Angriff auf Verdun?,"Die französische Armee ausbluten zu lassen, indem man sie zur Verteidigung eines Symbols zwingt","Paris einzunehmen, indem man die Linien im Norden umgeht",Die Rüstungsfabriken in der Stadt zu zerstören,"General Pétain gefangen zu nehmen, um den Generalstab zu desorganisieren","Falkenhayn setzt auf einen Abnutzungskrieg: Er greift einen hochgradig symbolischen Punkt (Verdun) an, um Frankreich zu zwingen, all seine Divisionen dorthin zu schicken und sie durch Artillerie zu vernichten.",Worin besteht das von Pétain eingeführte System der « Noria »?,"Rotation der Truppen an der Front, um deren Erschöpfung zu begrenzen","Ein Netz von unterirdischen Gängen, die die Forts miteinander verbinden","Ein Geheimcode, der für die schwere Artillerie verwendet wird",Der systematische Ersatz von Pferden durch Lastwagen,"Das System der Noria ermöglichte es 70 % der französischen Armee, an der Schlacht teilzunehmen, ohne dass eine Einheit durch eine zu lange Exposition im Feuer vollständig vernichtet wurde.",Welche Rolle spielte die „Voie Sacrée“ während der Schlacht?,Die lebenswichtige Versorgung mit Männern und Munition per LKW sicherstellen,Zivilisten die Flucht aus dem Kampfgebiet ermöglichen,Diplomatischen Delegationen einen geschützten Weg bieten,Als Landebahn für die aufkommende Luftfahrt dienen,"Ohne diese Straße, die Bar-le-Duc mit Verdun verband und täglich von 6.000 Lastwagen befahren wurde, wäre die Festung mangels Munition und Verstärkung gefallen.",Was ist das Besondere am Beinhaus von Douaumont?,Es bewahrt die Überreste von 130.000 nicht identifizierten Soldaten beider Lager auf,Es enthält nur die Gräber der höheren Offiziere,Es wurde ausschließlich aus Trümmern von Forts errichtet,"Es ist das einzige Denkmal der Welt, das ausschließlich den Kriegspferden gewidmet ist","Das Beinhaus symbolisiert die Grausamkeit des industriellen Krieges, in dem die Körper durch die Artillerie so zerfetzt wurden, dass sie nicht mehr nach Nationalität unterschieden werden konnten.",Welche Gedenkgeste markierte 1984 Die deutsch-französische Versöhnung?,François Mitterrand und Helmut Kohl reichten sich am Beinhaus die Hand,Die Unterzeichnung des Elysée-Vertrags vor den Schützengräben,Die symbolische Zerstörung des Forts von Douaumont durch beide Länder,Die Schaffung einer gemeinsamen Militärmedaille für Veteranen,"Indem sie sich vor den Gräbern von Verdun die Hand reichten, verwandelten die beiden Staatsmänner diesen Ort des Leidens in ein Symbol für dauerhaften Frieden in Europa."
17,Geschichte,Revolutionen & moderne Konflikte,Die Russische Revolution (1917),"Welchen schwerwiegenden Fehler beging die Provisorische Regierung unter Kerenski, der den Aufstieg der Bolschewiki erleichterte?","Ihre Entscheidung, den Krieg trotz der Erschöpfung des Landes fortzusetzen","Ihre Weigerung, Frauen und Arbeitern das Wahlrecht zu gewähren","Ihr gescheiterter Versuch, Nikolaus II. auf den karolingischen Thron zurückzubringen","Ihr geheimes Bündnis mit Deutschland, um die Streiks zu beenden","Durch die Weigerung, Frieden zu schließen, distanzierte sich die Provisorische Regierung vom Volk, das „Brot“ und vor allem sofortigen „Frieden“ forderte.",Welche Rolle spielte Deutschland in der Oktoberrevolution?,"Es organisierte Lenins Rückkehr in einem Zug, der Immunität genoss","Es finanzierte die Schaffung der Duma, um die Romanows zu schwächen","Sie überfiel Petrograd, um die Bolschewiki an die Macht zu bringen","Sie sandte Generäle aus, um die Roten Garden von Trotzki zu befehligen","Deutschland hoffte, dass Lenin Russland von innen heraus destabilisieren würde, um das Land so zum Rückzug aus dem Krieg zu zwingen, was tatsächlich geschah.",Wie hoch war das tatsächliche Ausmaß der Gewalt bei der Einnahme des Winterpalastes im Oktober 1917?,Der Palast fiel fast kampflos innerhalb weniger Stunden,Eine dreiwöchige Belagerung legte das Gebäude in Asche,Mehr als 50.000 Tote wurden beim abschließenden Sturm gezählt,Die kaiserliche Garde massakrierte alle bolschewistischen Angreifer,"Entgegen der Legende war der Oktoberaufstand ein quasi unblutiger Staatsstreich, da die Regierung fast keine treuen Verteidiger mehr hatte.","Was versteht man unter der „Doppelherrschaft“, die nach der Februarrevolution entstand?",Die Koexistenz zwischen der Provisorischen Regierung und dem Petrograder Sowjet,Die Teilung des Throns zwischen Nikolaus II. und seinem Sohn Alexei,Das Militärbündnis zwischen Russland und dem Deutschen Kaiserreich,Der Konflikt um die Legitimität zwischen Lenin und Leo Trotzki,"Die Provisorische Regierung besaß die offizielle Legitimität, aber der Petrograder Sowjet kontrollierte die Realität vor Ort (Soldaten, Arbeiter, Transportwesen).",Warum wurde die kaiserliche Familie im Juli 1918 hingerichtet?,"Um zu verhindern, dass die „weißen“ Gegner sie befreien und zu einem Symbol machen",Nach einem öffentlichen Prozess durch den Moskauer Sowjet,Aus Versehen während einer deutschen Bombardierung der Stadt Jekaterinburg,"Weil Nikolaus II. sich weigerte, den Vertrag von Brest-Litowsk zu unterzeichnen","Die Bolschewiki fürchteten, dass der Vormarsch der konterrevolutionären Armeen (Weiße) die Befreiung des Zaren ermöglichen könnte, was der Opposition einen charismatischen Anführer verschafft hätte."
18,Geschichte,Revolutionen & moderne Konflikte,Die Weltwirtschaftskrise (1929),"Wie nennt man den spekulativen Mechanismus, der es ermöglicht, Aktien zu kaufen, indem man nur 10 % ihres Wertes bezahlt?",Der Kauf auf Marge,Der Banken-Leverage,Das Termingeschäft,Die Anleihe,"Der Kauf auf Marge ermöglichte es Investoren, 90 % des Preises einer Aktie zu leihen, was eine künstliche Blase schuf, die die Panik während des Crashs verstärkte.",Um wie viel verliert der Dow Jones zwischen 1929 und 1932 an Wert?,89% seines Wertes,23%,50%,40%,Zwischen dem Höchststand von 1929 und dem Tiefpunkt von 1932 verlor der Leitindex der Wall Street fast 90% seines Wertes und ruinierte Millionen von Anlegern.,Wie viele amerikanische Banken schließen zwischen 1929 und 1933?,9 000 Banken,500 Banken,100 Banken,200 000 Banken,"Etwa 9 000 Banken gingen in Konkurs, da sie die massiven Abhebungen ihrer Kunden (Bank Runs) nicht mehr bewältigen konnten, nachdem sie ihre eigenen Investitionen verloren hatten.",Welches Gesetz des New Deal trennt Geschäftsbanken von Investmentbanken?,Das Gesetz Glass-Steagall,Das Gesetz Wagner,Das Gesetz Sherman,Das Gesetz Smoot-Hawley,"Das Gesetz Glass-Steagall von 1933 zielte darauf ab, die Ersparnisse von Privatpersonen zu schützen, indem es Geschäftsbanken untersagte, mit Einlogeldern an den Finanzmärkten zu spekulieren.",Welcher direkte Zusammenhang besteht zwischen der Weltwirtschaftskrise und Hitlers Machtübernahme?,"Die Massenarbeitslosigkeit von 30% schafft eine soziale Verzweiflung, die von der Nazi-Partei ausgenutzt wird","Die Vereinigten Staaten finanzierten die Nazi-Partei während der Krise direkt, um dem Kommunismus entgegenzuwirken","Die Krise zwang Frankreich und England dazu, in Deutschland einzumarschieren, um dessen Goldreserven zu beschlagnahmen",Der Wall-Street-Crash löste in Deutschland eine sofortige kommunistische Revolution aus,"Die Explosion der Arbeitslosigkeit auf 6 Millionen Menschen destabilisierte die Republik Weimar vollends und ermöglichte es den Nazis, sich als einzige Rettung angesichts des Hungers zu präsentieren."
19,Geschichte,Revolutionen & moderne Konflikte,Die Schlacht von Stalingrad (1942-1943),Was war das ursprüngliche strategische Ziel der deutschen Offensive von 1942 (Fall Blau)?,Eroberung der Ölressourcen im Kaukasus,Moskau von Süden her einnehmen,Leningrad durch eine Belagerung vom Landweg aus zerstören,"Im Iran einmarschieren, um sich mit den japanischen Truppen zu vereinigen","Das Hauptziel von 1942 war wirtschaftlicher Natur: Das Öl aus dem Kaukasus war für die Wehrmacht unerlässlich, um den Krieg fortzusetzen.",Warum war die Taktik des „Hugging“ für die Sowjets so effektiv?,Sie neutralisierte den Vorteil der deutschen Luftwaffe und Artillerie,"Sie ermöglichte es, hochrangige Offiziere leichter gefangen zu nehmen","Sie sparte Munition, indem sie den Nahkampf bevorzugte",Sie erleichterte die Versorgung der Truppen durch die Zivilbevölkerung,"Indem sie sich extrem nah an den deutschen Linien hielten, verhinderten die Sowjets, dass die feindliche Luftwaffe bombardierte, ohne zu riskieren, ihre eigenen Soldaten zu töten.","Auf welche Schwachstelle stützte sich Operation Uranus, um die Einkesselung erfolgreich abzuschließen?","Die Flanken der 6. Armee, die von schlechter ausgerüsteten verbündeten Truppen gehalten wurden",Der Treibstoffmangel der deutschen Reservepanzer,Das Fehlen eines Oberkommandos nach dem Selbstmord von Paulus,"Die Meuterei deutscher Soldaten, die sich weigerten, in der Kälte zu kämpfen","Die sowjetische Offensive traf die von der rumänischen und ungarischen Armee gehaltenen Sektoren, die nicht über die Mittel verfügten, um der Stoßkraft der russischen Panzer standzuhalten.",Warum ernannte Hitler Friedrich Paulus kurz vor dem Fall der Stadt zum Generalfeldmarschall?,"Um ihn zum Selbstmord zu bewegen, da sich noch nie ein Generalfeldmarschall ergeben hatte",Um ihn für seine heroische Verteidigung des Pawlow-Hauses zu belohnen,"Um ihm die nötige Autorität zu verleihen, einen Separatfrieden auszuhandeln","Weil er nicht wusste, dass Paulus bereits in den Händen der Roten Armee war","Die Beförderung zum Generalfeldmarschall war ein morbider psychologischer Druck: Hitler erwartete von Friedrich Paulus, dass er sich das Leben nahm, anstatt die Unehre der Gefangenschaft zu ertragen.","Was war das Schicksal der 91 000 deutschen Gefangenen, die im Februar 1943 gefangen genommen wurden?",Nur etwa 6 000 kehrten nach dem Krieg lebend nach Deutschland zurück,Sie wurden bereits 1945 nach dem Fall Berlins freigelassen,"Sie wurden zwangsweise in die Rote Armee eingegliedert, um die Stadt wiederaufzubauen",Sie kamen alle während der Todesmärsche nach Sibirien ums Leben,"Erschöpfung, Hunger und die Härte der Zwangsarbeit in den sowjetischen Lagern verursachten eine schreckliche Sterblichkeit unter den Gefangenen von Stalingrad."
