Nom du cours,Classification,Terme,Explication
Wie tötet Seife Viren?,Konzept,Amphiphiles Molekül,"Ein Molekül, dessen eines Ende hydrophil (wasserliebend) und dessen anderes Ende hydrophob (fettliebend) ist. Diese Doppelnatur ermöglicht es ihm, sich in die Lipidhüllen von Viren einzufügen und sie physisch aufzulösen."
Wie tötet Seife Viren?,Konzept,Lipidhülle,"Einige Viren (Coronaviren, Grippe, HIV) sind von einer Fettschicht umgeben. Dies ist ihre Schwachstelle: Seife löst sie auf und zerstört so das Virus. Unbehüllte Viren (Norovirus, Poliovirus) sind gegenüber Seife resistenter."
"Die Entdeckung des Penicillins (Fleming, 1928)",Konzept,Radioaktiver Zerfall,"Spontanes Phänomen, bei dem sich ein instabiler Atomkern unter Aussendung von Teilchen (Alpha, Beta) oder Strahlung (Gamma) umwandelt. Marie Curie verstand, dass Radioaktivität eine Eigenschaft des Atoms selbst war und keine chemische Reaktion."
"Die Entdeckung der Röntgenstrahlen (Röntgen, 1895)",Konzept,Radioaktivität und Frühschäden,"Röntgen und die ersten Anwender waren sich der Gefahren durch Röntgenstrahlen nicht bewusst. Ärzte entwickelten nach jahrelanger Exposition Krebserkrankungen. Marie Curie selbst starb an einer aplastischen Anämie, die durch den jahrelangen Kontakt mit radioaktiven Stoffen verursacht wurde."
Die Entdeckung der Radioaktivität (Marie Curie),Konzept,Antibiotikaresistenz,"Evolutionäres Phänomen, bei dem Bakterien Mechanismen entwickeln, um gegen Antibiotika resistent zu werden. Bereits 1945 von Fleming vorhergesehen, tötet sie heute jährlich 1,27 Millionen Menschen – eine der größten Gesundheitsgefahren des 21. Jahrhunderts."
Die Entdeckung der Anästhesie,Ereignis,Spanische Reconquista (1492),"Der Triumph bei der Einnahme von Granada setzte Ressourcen frei und schuf einen nationalen Ehrgeiz, der die Unterstützung von Isabella von Kastilien für Kolumbus erklärt."
Die Entdeckung der Anästhesie,Ereignis,Vertrag von Tordesillas (1494),"Vom Papst vermittelte Vereinbarung, die die Welt in zwei Einflusssphären zwischen Spanien (Westen) und Portugal (Osten) aufteilte."
Die Entdeckung der Anästhesie,Konzept,Antisepsis (Semmelweis und Lister),"Noch vor der Anästhesie töteten postoperative Infektionen die Patienten. Semmelweis (1847) und später Lister (1867) setzten Hygiene durch: Händewaschen, sterilisierte Instrumente. Diese beiden Revolutionen – Anästhesie und Antisepsis – veränderten die Chirurgie grundlegend."
Die Entdeckung der Anästhesie,Personage,Victoria (Königin),"Königin des Vereinigten Königreichs, deren Rückgriff auf Chloroform während ihrer Entbindungen in den Jahren 1853 und 1857 dazu beitrug, religiöse Tabus gegenüber der Anästhesie abzubauen."
Darwins Evolutionstheorie (1859),Andere,Beagle (HMS),"Schiff der Royal Navy, das Charles Darwin als Basis für seine wissenschaftliche Weltreise zwischen 1831 und 1836 diente."
Der Urknall,Konzept,beschleunigte Expansion des Universums,"Die 1998 entdeckte Expansion des Universums beschleunigt sich, anstatt sich zu verlangsamen. Diese Beschleunigung wird der «Dunkle Energie» zugeschrieben (68 % des Gesamtinhalts des Universums), die von der heutigen Physik noch völlig unverstanden ist."
Wie entstehen Erdbeben?,Ort,Asthenosphäre,"Duktiler Teil des oberen Erdmantels unterhalb der starren Lithosphäre, der die Bewegung der tektonische Platten ermöglicht."
Wie entstehen Erdbeben?,Konzept,Erdbebenreformsicheres Bauen,"Bereich des Bauingenieurwesens, der die Planung und den Bau von Gebäuden untersucht, die seismischen Erschütterungen standhalten können, ohne einzustürzen."
Gibt es Leben anderswo im Universum?,Konzept,Habitable Zone,"Region um einen Stern, in der die Temperatur es ermöglicht, dass Wasser in flüssigem Zustand auf der Oberfläche eines Planeten existiert. Weder zu nah noch zu fern – «wie bei Goldlöckchen». Unser Sonnensystem hat drei potenzielle Planeten: Venus, Erde, Mars."
Gibt es Leben anderswo im Universum?,Konzept,Drake-Gleichung,"Probabilistische Formel von Frank Drake (1961) zur Schätzung der Anzahl kommunizierender Zivilisationen in unserer Galaxie. Sie multipliziert Faktoren (Sterne, habitable Zone Planeten, Dauer von Zivilisationen...) – allesamt sehr unsichere Werte, was die Gleichung eher philosophisch als wissenschaftlich macht."
Was ist ein Schwarzes Loch?,Konzept,Ereignishorizont,"«Grenze» eines Schwarzen Lochs, hinter der nichts mehr zurückkehren kann, nicht einmal das Licht. Es ist keine physische Oberfläche, sondern eine mathematische Grenze: Die zur Flucht erforderliche Geschwindigkeit übersteigt die Lichtgeschwindigkeit."
Wie entstehen Blitze?,Konzept,Ionisation der Luft,"Damit ein Blitz entstehen kann, muss das elektrische Feld stark genug sein, um Elektronen aus den Luftmolekülen zu reißen, wodurch die Luft leitfähig wird. Dieser Kanal bildet sich in wenigen Mikrosekunden und wird auf 30.000 °C erhitzt – fünfmal so heiß wie die Oberfläche der Sonne."
Wie funktioniert ein Impfstoff?,Konzept,B-Lymphozyten und Antikörper,"Weiße Blutkörperchen, die Antikörper produzieren – Proteine, die in der Lage sind, ein spezifisches Pathogen zu erkennen und zu neutralisieren. Nach einer Impfung wird ein Teil davon zu „Gedächtniszellen“, die manchmal lebenslang fortbestehen."
Wie funktioniert ein Impfstoff?,Konzept,Herdenimmunität,"Wenn ein ausreichender Anteil der Bevölkerung immunisiert ist, kann sich das Pathogen nicht mehr ausbreiten und schützt indirekt die nicht immunisierten Personen. Die Schwelle variiert je nach Krankheit zwischen 80 % und 95 %."
Was ist der Treibhauseffekt (wirklich)?,Konzept,Albedo der Erde,"Fähigkeit einer Oberfläche, die Sonnenstrahlung zu reflektieren. Eis und Schnee haben eine hohe Albedo (reflektieren viel), Ozeane eine niedrige Albedo (absorbieren mehr). Das Schmelzen des Eises verringert die globale Albedo und beschleunigt die Erwärmung."
Warum schlafen wir?,Konzept,Zirkadiane Rhythmik und Melatonin,"Innere Uhr, die auf 24 Stunden eingestellt ist und durch den Nucleus suprachiasmaticus im Gehirn reguliert wird. Das nachts produzierte Melatonin signalisiert, dass es Zeit zum Schlafen ist. Künstliches Licht in der Nacht stört diesen Rhythmus und verschlechtert die Schlafqualität."
Warum sind manche Arten unsterblich?,Personage,Turritopsis dohrnii,"Winzige Qualle, die in der Lage ist, nach dem Erwachsenenstadium in ihr jugendliches Polypenstadium zurückzukehren – und dies unendlich oft zu wiederholen. Dieser Prozess der zellulären Transdifferenzierung ist einzigartig und inspiriert die Forschung zur zellulären Reprogrammierung."
Was ist Dunkle Materie?,Konzept,Dunkle Energie,"Geheimnisvolle Kraft, die für die Beschleunigung der Expansion des Universums verantwortlich ist und 68 % seines Gesamtinhalts ausmacht. Unterschieden von der dunklen Materie (27 %), wirkt sie als abstoßende Energie des Vakuums und ist noch völlig unverstanden."
Was ist Dunkle Materie?,Konzept,Standardmodell der Teilchenphysik,"Physikalische Theorie, die die Elementarteilchen (Quarks, Elektronen usw.) und drei der vier Grundkräfte beschreibt, aber die dunkle Materie nicht erklären kann."
Wie funktioniert Elektrizität in unserem Körper?,Konzept,Hippocampus,"Gehirnstruktur in Form eines Seepferdchens im Schläfenlappen, die für die Bildung neuer bewusster Erinnerungen unerlässlich ist. Ihre chirurgische Entfernung (Fall H.M.) führt zu einer völligen Unfähigkeit, neue Erinnerungen zu bilden, ohne alte zu löschen."
Wie funktioniert Elektrizität in unserem Körper?,Konzept,Arbeitsgedächtnis,"Kognitives System, das vorübergehend eine kleine Anzahl von Informationen (7±2 Elemente) für die aktuelle Verarbeitung bereithält. Es wird vom Präfrontaler Cortex gesteuert und ist in Kapazität und Dauer (einige Sekunden ohne Wiederholung) begrenzt."
Wie funktioniert Elektrizität in unserem Körper?,Konzept,Erdöl-Terminkontrakte (Futures),"Kontrakte, durch die sich Käufer und Verkäufer zu einer zukünftigen Transaktion zu einem heute festgelegten Preis verpflichten. Spekulanten ohne Absicht einer physischen Lieferung machen die große Mehrheit der Transaktionen aus und verstärken die Preisschwankungen."
Wie funktioniert Elektrizität in unserem Körper?,Ereignis,Amerikanische Schieferöl-Revolution,"Massiver Aufstieg der US-Produktion im 21. Jahrhundert dank hydraulischer Frakturierung, was das globale geopolitische Energiegleichgewicht verändert."
Warum verursachen uns bestimmte Geräusche Gänsehaut?,Konzept,Offenheit für Erfahrungen (Persönlichkeit),"Persönlichkeitsmerkmal, das mit Neugier und der Wertschätzung von Schönheit verbunden ist. Menschen mit hoher „Offenheit“ haben einen auditorischen Kortex, der stärker mit emotionalen Bereichen verbunden ist, und sind signifikant anfälliger für musikalische Gänsehaut."
Warum gibt es auf anderen Planeten Jahreszeiten?,Konzept,"Axiale Neigung von Uranus (97,8°)","Die Achse von Uranus liegt fast auf seiner Umlaufbahn. Jeder Pol erhält etwa 42 Jahre lang ununterbrochenes Sonnenlicht, gefolgt von 42 Jahren totaler Dunkelheit – extreme und sehr lang anhaltende Jahreszeiten, ohne Äquivalent in unserem Sonnensystem."
Warum gibt es auf anderen Planeten Jahreszeiten?,Konzept,Orbitale Exzentrizität des Mars,"Die Umlaufbahn des Mars ist deutlich elliptischer als die der Erde: Die Entfernung Sonne-Mars variiert zwischen 207 und 249 Millionen km. Die südliche Marshemisphäre hat kurze, heiße Sommer und lange, kalte Winter – viel ausgeprägter als hier."
"Die Odyssee, Homer",Konzept,Homerische Formel,"Die homerischen Epen wurden mündlich verfasst, bevor sie niedergeschrieben wurden. Die wiederholten Formeln («Eos mit den Rosenfingern», «der listenreiche Odysseus») erleichterten das Auswendiglernen und die improvisierte Komposition – eine Technik, die von Milman Parry im 20. Jahrhundert untersucht wurde."
"Die Ilias, Homer",Konzept,Homerische Aristie,"Literarische Gattung des Epos: eine lange Sequenz, in der ein Held übermenschliche Taten vollbringt. Jeder große Krieger der Ilias hat seine Aristie. Diese Passagen ermöglichten es, den Charakter des Helden zu entwickeln und seine Abstammung mit den Göttern zu verknüpfen."
"König Ödipus, Sophokles",Konzept,Schicksal und Willensfreiheit in der griechischen Tragödie,"Die Tragödie erforscht die Spannung zwischen dem unvermeidlichen Schicksal (von Orakeln vorhergesagt) und menschlichen Entscheidungen. Ödipus erfüllt sein tragisches Schicksal gerade dadurch, dass er versucht, ihm zu entfliehen – ein Paradoxon im Herzen des menschlichen Daseins nach Ansicht der Griechen."
"Antigone, Sophokles",Konzept,Naturrecht vs. positives Recht,"Spannung im Zentrum von Antigone: das göttliche und moralische Gesetz (die Toten zu bestatten) gegen das menschliche Gesetz von Kreon. Dieser Konflikt durchzieht die gesamte politische Philosophie, von Platon bis Rousseau und den Theoretikern der modernen Naturrechte."
"Antigone, Sophokles",Konzept,Hybris in der griechischen Tragödie,"Die Hybris (Maßlosigkeit, übermäßiger Stolz) ist die griechische tragische Sünde par excellence. Kreon begeht die Hybris, indem er glaubt, dass sein Gesetz Vorrang vor dem der Götter hat – er wird als Strafe für diese Anmaßung alles verlieren, was er liebte."
"Das Gastmahl, Platon",Konzept,Platonischer Eros,"Platon unterscheidet zwischen physischer Liebe und spiritueller Liebe, die nach der absoluten Schönheit strebt. Die Rede der Diotima beschreibt eine «Leiter der Liebe»: beginnend bei einem schönen Körper, über die Liebe zur Schönheit der Seelen bis hin zur idealen Schönheit an sich."
"Der Staat, Platon",Personage,Graien,"Drei göttliche Schwestern, die alt geboren wurden und nur ein Auge und einen Zahn für drei besitzen, Wächterinnen des Weges der Gorgonen."
"Der Staat, Platon",Personage,Nereiden,"Meeresnymphen, Töchter des Nereus, die durch die Eitelkeit der Königin Kassiopeia beleidigt wurden."
"Der Staat, Platon",Personage,Parzen,"Gottheiten, die über das menschliche Schicksal gebieten und als Spinnerinnen dargestellt werden (römisches Äquivalent zu den Moiren)."
"Apologie des Sokrates, Platon",Ort,Prytaneion,"Öffentliches Gebäude in Athen, in dem die Staatsbeamten ihren Sitz hatten und wo verdiente Bürger sowie siegreiche Athleten auf Kosten der Stadt verpflegt wurden."
"Medea, Euripides",Konzept,Rache und Ehre in der griechischen Welt,"Die Ehre (Timē) war ein grundlegender Wert in Griechenland. Ein Verrat verlangte nach Wiedergutmachung. Medea kann die Schande, verstoßen zu werden, nicht hinnehmen: Ihre Rache folgt einer Logik der Reziprozität, die, auf die Spitze getrieben, monströs wird."
"Die Elenden, Victor Hugo",Konzept,Bagno und Strafvollzug im 19. Jahrhundert,"Die Straflager (Bagne) von Toulon, Brest und Rochefort waren Höllen der Zwangsarbeit. Jean Valjean verbringt dort 19 Jahre wegen eines gestohlenen Brotes, was die Brutalität eines Systems verdeutlicht, das nicht zwischen Verbrechen und Elend unterschied."
"Die Elenden, Victor Hugo",Personage,Inspektor Javert,"Unbestechlicher Polizist, der Jean Valjean verfolgt. Er verkörpert das strikte und blinde Gesetz, unfähig, Vergebung oder die moralische Entwicklung eines Kriminellen zu begreifen."
"Candide, Voltaire",Konzept,Leibnizscher Optimismus,"Philosophie, nach der Gott die beste aller möglichen Welten erschaffen hat und das scheinbare Übel einem höheren Gut dient. Voltaire schrieb Candide als Antwort darauf, insbesondere nach dem Erdbeben von Lissabon (1755), das in wenigen Minuten 60.000 Menschen tötete."
"Der Fremde, Camus",Konzept,Das Absurde bei Camus,"Ein Gefühl, das aus dem Zusammenstoß zwischen dem menschlichen Verlangen nach Sinn und dem Schweigen des Universums entspringt. Camus sieht das Absurde nicht als kosmische Wahrheit, sondern als eine gelebte Erfahrung – die Antwort ist nicht der Suizid, sondern die luzide und bewusste Revolte."
"Der Fremde, Camus",Historischer Bezug,Das koloniale Algerien als Kontext,"Der Fremde spielt im französischen Algerien der 1940er Jahre. Der Araber, den Meursault tötet, bleibt im Roman namenlos – eine wichtige postkoloniale Kritik: Der Roman bilde die Unsichtbarkeit der Araber in der französischen Kolonialliteratur ab."
"Vater Goriot, Balzac",Konzept,Die menschliche Komödie,"Ein Projekt aus 90 miteinander verknüpften Romanen und Novellen, das die Gesamtheit der französischen Gesellschaft beschreibt. Die Personage kehren von einem Roman zum nächsten zurück – eine damals beispiellose Innovation. Rastignac erscheint in etwa zwanzig Werk des Zyklus."
"Die Blumen des Bösen, Baudelaire",Konzept,Symbolismus und das Erbe Baudelaires,"Baudelaire ist der Vater des Symbolismus: Er suchte nicht die Realität zu beschreiben, sondern geheime Korrespondenzen zwischen Empfindungen, Emotionen und Ideen anzudeuten. Verlaine, Rimbaud und Mallarmé, sowie das gesamte Poetik des 20. Jahrhunderts, beziehen sich darauf."
"Farm der Tiere, George Orwell",Konzept,Allegorie der Russischen Revolution,"Old Major = Marx/Lenin, Napoleon = Stalin, Schneeball = Trotzki, Quieker = die Propaganda. Die schrittweise geänderten Gebote illustrieren den Verrat an den revolutionären Idealen durch die herrschende Bürokratie."
"Hamlet, Shakespeare",Konzept,Elisabethanische Rache und Ehre,Rache ist ein zentrales Thema des elisabethanischen theater. Ein Ehrenmann musste die Beleidigung seiner Familie rächen – doch diese Pflicht geriet in Konflikt mit dem Gesetz und der christlichen Moral. Dieses Paradoxon nährt Hamlets grundlegendes Zögern.
"Romeo und Julia, Shakespeare",Konzept,Mittelalterliche höfische Liebe,"Eine literarische Tradition, die die heimliche und leidvolle Liebe eines Ritters zu einer (oft verheirateten) Dame verherrlicht. Romeo beginnt das Stück in dieser stereotypen Rolle (verliebt in Rosalinde), bevor seine Liebe zu Julia real und tragisch wird."
"Romeo und Julia, Shakespeare",Konzept,Zynismus,"Hier eine Haltung, die darin besteht, ideale Werte und Gefühle aus kritischem Geist oder Ernüchterung zu verspotten, wie es Mercutio tut."
"Schöne neue Welt, Aldous Huxley",Konzept,Fordismus und Taylorismus,"Methoden der industriellen Organisation, die die Produktion durch extreme Aufgabenverteilung und das Fließband rationalisierten. Huxley wendet sie auf die menschliche Fortpflanzung und Konditionierung an – Ford ist die Gottheit des Romans."
"Frankenstein, Mary Shelley",Zugehöriges Ereignis,Jahr ohne Sommer (1816),"Der Ausbruch des Tambora im Jahr 1815 schleuderte Asche in die Atmosphäre und verdunkelte sie weltweit, was 1816 zu einem eiskalten Sommer in Europa führte. In diesem apokalyptischen Kontext schrieb Mary Shelley (18 Jahre alt) Frankenstein während eines Aufenthalts am Genfer See."
"Don Quijote, Cervantes",Konzept,Metafiktion und narrative Reflexivität,"Don Quijote ist einer der ersten Romane, die sich selbst kommentieren: Im zweiten Teil (1615) haben die Personage den ersten Teil (1605) bereits gelesen und diskutieren darüber. Dieses Spiel mit der Realität des Romans nimmt den literarischen Postmodernismus um mehrere Jahrhunderte vorweg."
"Don Quijote, Cervantes",Zugehöriges Ereignis,Seeschlacht von Lepanto (1571) und die Gefangenschaft von Cervantes,"Cervantes kämpfte bei Lepanto und wurde verwundet (er verlor den Gebrauch seiner linken Hand). 1575 von Piraten gefangen genommen, war er fünf Jahre lang Sklave in Algier. Diese Erfahrungen prägten den Schriftsteller und nähren den Humor und die Tiefe des Romans."
"Früchte des Zorns, Steinbeck",Konzept,Vorsehung,"Höhere Kraft, die die menschlichen Ereignisse zu einem bestimmten Ende führt, hier oft mit dem göttlichen Willen gleichgesetzt."
"Früchte des Zorns, Steinbeck",Personage,Graien,"Drei göttliche Schwestern, die alt geboren wurden und nur ein Auge und einen Zahn für alle drei besitzen, Wächterinnen des Weges der Gorgone."
"Früchte des Zorns, Steinbeck",Personage,Nereiden,"Meeresnymphen, Töchter von Nereus, die durch die Eitelkeit von Königin Kassiopeia beleidigt wurden."
"Früchte des Zorns, Steinbeck",Personage,Parzen,"Gottheiten, die über das menschliche Schicksal gebieten, dargestellt als Spinnerinnen (römisches Äquivalent der Moiren)."
"Fahrenheit 451, Bradbury",Konzept,Unterhaltungsgesellschaft und fragmentierte Aufmerksamkeit,"Bradbury sah die Selbst-Zensur durch Unterhaltung voraus: Menschen, die so gesättigt von schnellen Medien sind, dass sie keine Lust mehr haben zu lesen. Die „Parlors“ (Wandbildschirme) des Romans nehmen das Fernsehen und später die Smartphones vorweg."
"Fahrenheit 451, Bradbury",Konzept,Vorsehung,"Höhere Macht, die die menschlichen Ereignisse zu einem bestimmten Ende führt, hier oft mit dem göttlichen Willen identifiziert."
"Die Verwandlung, Kafka",Werk,Die Verwandlung,"Bedeutende Erzählung der Welt-Literatur (1915), die von der plötzlichen Verwandlung Gregor Samsas in ein Insekt berichtet."
"Der Meister und Margarita, Bulgakow",Personage,Graien,"Drei göttliche Schwestern, die alt geboren wurden und nur ein Auge und einen Zahn für alle drei besitzen, Wächterinnen des Weges der Gorgone."
"Der Meister und Margarita, Bulgakow",Personage,Nereiden,"Meeresnymphen, Töchter des Nereus, die durch die Eitelkeit der Königin Kassiopeia beleidigt wurden."
"Der Meister und Margarita, Bulgakow",Konzept,Vorsehung,"Höhere Macht, die die menschlichen Ereignisse zu einem bestimmten Ende führt, hier oft mit dem göttlichen Willen identifiziert."
"Der Meister und Margarita, Bulgakow",Personage,Parzen,"Göttinnen, die über das menschliche Schicksal herrschen, dargestellt als Spinnerinnen (römisches Äquivalent zu den Moiren)."
"Moby-Dick, Melville",Konzept,Vorsehung,"Höhere Macht, die die menschlichen Ereignisse zu einem bestimmten Ende führt, hier oft mit dem göttlichen Willen identifiziert."
"Der Alchemist, Paulo Coelho",Werk,Der Alchimist,"Roman von Paulo Coelho, veröffentlicht 1988, der die Initiationsreise eines Hirten namens Santiago erzählt."
Die italienische Renaissance,Konzept,Renaissance-Humanismus,"Intellektuelle Bewegung, die das Denken auf das Menschsein konzentriert und sich an wiederentdeckten griechischen und römischen Texten inspiriert. Die Humanisten (Petrarca, Erasmus) schätzten die liberale Bildung, die Menschenwürde und die Entwicklung der individuellen Fähigkeiten."
Die Geburt des Impressionismus,Konzept,Farbtuben und Freilichtmalerei,"Die Erfindung metallischer Farbtuben (1841) ermöglichte es den Malern, im Freien zu arbeiten. Diese Innovation war eine materielle Voraussetzung für die revolutionäre Entwicklung im Impressionismus."
Der Kubismus: Picasso und Braque,Konzept,Afrikanische und ozeanische Kunst als Einfluss,"Picassos Entdeckung afrikanischer Masken um 1906-1907 war eine Offenbarung: eine Kunst, die nicht versuchte, die Realität zu imitieren, sondern eine symbolische und strukturelle Darstellung davon zu geben. Entscheidend für die Demoiselles d'Avignon."
Der Surrealismus: Dalí und Magritte,Konzept,Écriture automatique,"Technik des Surrealismus: Schreiben oder Malen ohne bewusste Kontrolle, um den Fluss des Unbewussten direkt zum Ausdruck zu bringen. Breton nutzte sie als Instrument für seine Poetik. Dalí entwickelte mit der paranoisch-kritischen Methode seine eigene bildnerische Variante."
Der Expressionismus: Munch und Der Schrei,Konzept,"Deutscher Expressionismus (Die Brücke, Der Blaue Reiter)","Deutsche Kunstströmungen (1905-1920), die den Expressionismus auf die Spitze trieben: radikale Deformation der Formen, grelle Farben, beängstigende Themen. Kirchner, Kandinsky, Nolde reagierten auf die Modernisierung und kündigten das Trauma von 1914 an."
Der Expressionismus: Munch und Der Schrei,Zugehöriges Ereignis,Ausbruch des Krakatau (1883) und der rote Himmel,"Der katastrophale Ausbruch des Krakatau schleuderte Asche in die Atmosphäre, die die Sonnenuntergänge in der ganzen Welt monatelang blutrot färbte. Munch notierte in seinem Tagebuch, einen Himmel „aus Blut und Feuer“ gesehen zu haben – wahrscheinlich dieses Phänomen."
Die abstrakte Kunst: Kandinsky und Mondrian,Konzept,Bauhaus,"Eine 1919 in Weimar gegründete Schule für Kunst und Design, die versuchte, die bildenden Künste und das Kunstgewerbe miteinander zu versöhnen. Kandinsky und Klee lehrten dort. Ihre minimalistische und funktionale Ästhetik ist im zeitgenössischen Design allgegenwärtig."
Die Pop Art: Warhol und Lichtenstein,Konzept,Aura und die mechanische Reproduktion (Walter Benjamin),"Benjamin (1935) analysierte, wie die technische Reproduktion die „Aura“ des einzigartigen Werks zerstört. Warhol radikalisierte diese Idee: Durch die mechanische Reproduktion populärer Bilder hinterfragte er den Begriff des Originals und des Autors selbst."
Die Geburt der elektronischen Musik,Konzept,Chicago House und Detroit Techno,"House (Chicago, 1984) verwendete Drumcomputer und tiefe Bässe. Der Techno (Detroit, 1986-1988) war kälter und mechanischer. Beide entstanden in marginalisierten schwarzen und Latino-Gemeinschaften und wurden zu weltweiten Phänomenen."
Verdis Oper,Konzept,Opera seria vs. Opera buffa,"Zwei italienische Genres: die Opera seria (adlige Themen, Tragik) und die Opera buffa (komische Themen, gewöhnliche Personages). Verdi brillierte in der Opera seria, erneuerte jedoch die Genres, indem er das realistische psychologische Drama und soziale Spannungen integrierte."
Beethoven: Genie und Taubheit,Konzept,„Absolute“ Musik vs. Programmmusik,"Die absolute Musik (Beethoven) drückt reine Emotionen ohne äußeren Bezug aus. Die Programmmusik (Berlioz, Liszt) erzählt eine Geschichte. Diese Unterscheidung strukturiert die große ästhetische Debatte des romantischen 19. Jahrhunderts."
Beethoven: Genie und Taubheit,Konzept,Ode an die Freude,"Der letzte Satz der 9. Sinfonie, basierend auf Schillers Gedicht, wurde 1985 die offizielle Hymne der Europäischen Union. Der Universalismus seiner Botschaft (Brüderlichkeit der Menschheit) macht ihn zum Symbol des europäischen Ideals der Einheit."
Bach und die Barockmusik,Konzept,Kontrapunkt und Fuge,"Der Kontrapunkt ist die Kunst, mehrere unabhängige Melodien nach harmonischen Regeln zu kombinieren. Die Fuge ist seine am weitesten entwickelte Form: Ein Thema wird nacheinander von verschiedenen Stimmen exponiert und dann in immer komplexeren Kombinationen entwickelt."
Die Geburtsstunde des amerikanischen Jazz,Konzept,Improvisation im Jazz,Im Gegensatz zur klassischen Musik macht der Jazz die Improvisation zu seinem Kern: Der Musiker erfindet seine Melodielinie in Echtzeit auf einem vereinbarten harmonischen Gerüst als Reaktion auf die Andere. Es ist zugleich totale Freiheit und eine anspruchsvolle Disziplin.
Der Blues: Wurzeln aller modernen Musik,Personage,Graien,"Drei göttliche Schwestern, die alt geboren wurden und nur ein Auge und einen Zahn für alle drei besitzen, Wächterinnen des Weges der Gorgonen."
Die Geburt der Fotografie,Konzept,Einfluss der Fotografie auf die figurative Malerei,Die Fotografie befreite die Malerei von ihrer dokumentarischen Funktion. Die Maler mussten Gesichter oder Schlachten nicht mehr verewigen - das Foto erledigte dies besser und günstiger. Diese Befreiung ist eine der Voraussetzungen für den Impressionismus und später die Abstraktion.
Nouvelle Vague,Konzept,Dreh an Originalschauplätzen und leichte Kamera,"Die Nouvelle Vague erfand das Kino technisch neu: leichte tragbare Kameras, hochempfindliche Filme, die Aufnahmen ohne künstliches Licht ermöglichten. Diese Budgetbeschränkungen wurden zu einer revolutionären Ästhetik – das Kino, das «auf die Straße ging»."
Kubrick: 2001: Odyssee im Weltraum,Konzept,Künstliche Intelligenz und HAL 9000,"HAL 9000 ist eine der ersten Darstellungen einer bewussten Künstliche Intelligenz, die in Konflikt mit ihren Schöpfern gerät. Sein Anthropomorphismus (ruhige Stimme, unerbittliche Logik, Selbsterhaltungstrieb) nimmt die heutigen Debatten über die Sicherheit der KI vorweg."
Gotische Architektur: Die Kathedralen,Konzept,Strebebogen und Kreuzrippengewölbe,"Strukturelle Innovationen der Gotik. Das Kreuzrippengewölbe verteilt das Gewicht auf Rippen statt auf ganze Mauern. Der Strebebogen leitet den Schub nach außen ab und ermöglicht es, die Mauern für Fenster zu öffnen, ohne dass das Gebäude einstürzt."
Gotische Architektur: Die Kathedralen,Personage,Abt Suger,"Abt von Saint-Denis und Berater der Könige von Frankreich, der durch seine Rekonstruktion der Basilika Saint-Denis als Vater der gotischen Kunst gilt."
"Sternennacht, Van Gogh",Konzept,Kunst als innerer Ausdruck,"Zentrales Konzept bei Van Gogh, bei dem das Werk nicht versucht, die physische Realität zu reproduzieren, sondern die Emotionen und Visionen des Malers."
"Impression, Sonnenaufgang, Monet",Personage,Louis Leroy,"Der als Kunstkritiker für den «Charivari» tätige Louis Leroy schrieb 1874 einen sarkastischen Artikel: «Impression, ich war mir sicher!». Er wollte spotten – der Begriff «Impressionisten» wurde von den Künstlern selbst mit Stolz übernommen und die Beleidigung somit umgekehrt."
"Impression, Sonnenaufgang, Monet",Historischer Bezug,Hafen von Le Havre (Industrialisierung),"Le Havre war der wichtigste französische Handelshafen, der durch die Industrialisierung transformiert wurde. Monet zeigt präzise diese industrielle Modernität (Dampf, Kräne, Barken) im morgendlichen Nebel – eine flüchtige Vision der Moderne im Aufbruch."
"Nighthawks, Hopper",Konzept,Amerikanische urbane Entfremdung,"Nighthawks wurde 1942 gemalt, einige Wochen nach Pearl Harbor. Die Isolation der Personage in der amerikanischen Nacht vermittelt ein tiefes Unbehagen: den Individualismus der amerikanischen Gesellschaft, das Fehlen von Gemeinschaft, die Leere hinter dem materiellen Überfluss."
"Die Beständigkeit der Erinnerung, Dalí",Konzept,Bergson’sche Philosophie,"Bergson unterschied zwischen physikalischer Zeit (messbar) und erlebter Zeit (subjektiv, elastisch). Die schmelzenden Uhren von Dalí illustrieren visuell diese «Bergson’sche Zeit»: Im Traum dehnt sich die Zeit aus, zieht sich zusammen und verliert jede Starrheit."
Pressefreiheit und Fotojournalismus,Konzept,Ethik des Fotojournalismus,"Grundlegende Spannung: Wie weit muss sich ein Fotograf engagieren? Kevin Carter fotografierte einen Geier, der auf den Tod eines sudanesischen Kindes wartete (1993), und wurde beschuldigt, ihm nicht geholfen zu haben. Er erhielt den Pulitzer-Preis und beging drei Monate später Suizid."
Pressefreiheit und Fotojournalismus,Konzept,Medienkonzentration und redaktionelle Unabhängigkeit,"In vielen Demokratien haben Milliardäre (Murdoch, Bolloré) Medien aufgekauft, was Fragen zu deren Unabhängigkeit aufwirft. In Frankreich befand sich 2024 die große Mehrheit der Presse im Besitz von etwa einem Dutzend Milliardären."
Pressefreiheit und Fotojournalismus,Personage,Graien,"Drei göttliche Schwestern, die alt geboren wurden und gemeinsam nur ein Auge und einen Zahn besitzen; sie sind die Wächterinnen des Weges zu den Gorgone."
