# História
10,História,Antiguidade & Idade Média,A descoberta da América (1492),De que erro de cálculo Colombo foi vítima no seu projeto de chegar à Ásia pelo oeste ?,Ele subestimou a circunferência da Terra em cerca de 40% e superestimou a extensão da Ásia,"Ele ignorava a existência da Corrente do Golfo, que atrasaria os navios para o oeste",Ele acreditava que o Atlântico era pouco profundo e navegável com pequenos navios,Ele confundiu os mapas árabes que situavam a Ásia a leste e a oeste simultaneamente,"Ao confundir as unidades de medida de milhas (árabes vs romanas), Colombo calculou uma circunferência terrestre muito menor que a realidade, pensando que a Ásia estava muito próxima da Europa pelo oeste.",Que título Colombo obteve no acordo assinado com Isabel de Castela ?,O título hereditário de almirante do Mar Oceano e o cargo de vice-rei dos territórios descobertos,O direito de estabelecer postos comerciais em troca de um quarto dos lucros,A promessa de ser enobrecido e de obter terras em Castela no seu regresso,O monopólio do comércio com a Ásia para ele e seus descendentes durante 50 anos,"As Capitulações de Santa Fé são um contrato muito favorável a Colombo, atribuindo-lhe títulos de soberania (vice-rei) e privilégios marítimos excecionais, bem como 10% dos lucros.",Quantos dias dura a travessia de Colombo desde Palos de la Frontera até às Bahamas ?,70 dias,33 dias,120 dias,9 meses,"A expedição partiu de Espanha a 3 de agosto e tocou terra a 12 de outubro de 1492, ou seja, uma duração de 70 dias, Período durante o qual a tripulação esteve à beira da amotinamento.",Por que razão o continente americano tem o nome de Américo Vespúcio e não de Colombo ?,Américo Vespúcio foi o primeiro a compreender que se tratava de um «Novo Mundo» e não da Ásia,Américo Vespúcio realizou mais viagens e mapeou mais costas do que Colombo,Colombo cedeu os seus direitos a Américo Vespúcio em troca do pagamento das suas dívidas,A rainha Isabel escolheu o nome de Américo Vespúcio para apagar a memória do fracasso de Colombo,"Enquanto Colombo persistia em acreditar que estava na Ásia, Américo Vespúcio publicou análises provando a existência de um novo continente. O cartógrafo Waldseemüller imortalizou esta análise em 1507.",Que proporção das populações autóctones da América as epidemias europeias dizimaram num século ?,Entre 50 e 90%,Cerca de 10 a 20%,Cerca de 30%,A quase totalidade,"A falta de defesas imunitárias contra as doenças importadas (varíola, gripe) provocou um choque microbiano matando entre metade e a quase totalidade de certas populações locais."
11,História,Revoluções & conflitos modernos,A queda da Bastilha (1789),Quantos prisioneiros havia realmente na Bastilha durante o ataque de 14 de julho de 1789?,7 prisioneiros,Mais de 200 prisioneiros de natureza política,"Nenhum, estava vazia",47 prisioneiros libertados pela multidão,"Apesar da sua reputação de prisão política temível, abrigava apenas 7 indivíduos (4 falsários, 2 loucos e 1 libertino) porque estava militarmente abandonada.",O que é que Luís XVI anotou no seu diário pessoal em 14 de julho de 1789?,A palavra «Nada»,«Revolução»,«Vitória»,«Traição»,"Esta nota célebre referia-se apenas aos seus resultados de caça do dia, provando o seu desfasamento perante a importância histórica dos eventos parisienses.",Qual foi a principal consequência do «Grande Medo» nos campos franceses?,A abolição dos privilégios durante a noite de 4 de agosto,O regresso do rei a Versalhes com as suas tropas,A execução em massa dos nobres da província,A assinatura de um tratado de paz com a Inglaterra,"A violência das revoltas camponesas levou os deputados a agir com urgência para acalmar o país, votando o fim dos direitos feudais.",Porque é que os parisienses se dirigiram especificamente à Bastilha depois de terem saqueado os Inválidos?,Para se apoderarem da pólvora,Para libertar líderes revolucionários,Para instalar lá a Assembleia Nacional,Para capturar Luís XVI que ali se escondia,"Embora possuíssem 32 000 espingardas retiradas dos Inválidos, faltavam-lhes munições. A Bastilha servia de depósito para as reservas de pólvora.",Em que ano é que o 14 de julho se tornou oficialmente feriado nacional francês?,Em 1880,Em 1790,Em 1815,Em 1848,"Foi sob a Terceira República que esta data foi escolhida como símbolo da unidade republicana, quase um século após a queda da fortaleza."
12,História,Revoluções & conflitos modernos,A estratégia de Napoleão em Ulm (1805),Qual é a grande originalidade estrutural da Grande Armée de Napoleão durante a manobra de Ulm?,Ela é organizada em corpos de exército autónomos capazes de se deslocar em rotas paralelas,Ela dispõe de uma artilharia de cerco pesada capaz de destruir os muros de Ulm em um dia,Ela utiliza pela primeira vez o recrutamento obrigatório em massa,Ela é inteiramente composta por soldados estrangeiros para preservar o efetivo francês,"O sistema de corpos de exército permitia uma velocidade de deslocamento inédita, pois cada unidade podia se reabastecer e marchar separadamente antes de se concentrar para a batalha.",Qual erro logístico contribuiu para o atraso do exército russo que vinha ajudar Mack?,"A utilização do calendário juliano pelos russos, defasado em relação ao calendário austríaco",Uma epidemia de peste que dizimou os cavalos na Rússia,A destruição preventiva de todas as pontes sobre o Danúbio pelos franceses,A recusa do governo russo em financiar os custos de deslocamento além da sua fronteira,A diferença de 12 dias entre o calendário juliano (Rússia) e gregoriano (Áustria) provocou uma má coordenação temporal entre os aliados.,Quantos soldados austríacos capitulam diretamente com o geral Mack em 17 de outubro de 1805?,27 000 homens,5 000 homens,100 000 homens,60 000 homens,"O número de 27 000 corresponde à rendição inicial em Ulm, enquanto o número de 60 000 ou 70 000 abrange o conjunto das perdas da campanha durante duas semanas.",Qual Evento naval maior ocorre na mesma semana que o triunfo de Ulm?,Batalha de Trafalgar,A batalha de Aboukir,O bloqueio de Malta,A assinatura do tratado de Amiens,Trafalgar (21 de outubro de 1805) aniquila a frota francesa e limita a vitória de Ulm ao impedir Napoleão de ameaçar a Inglaterra pelo mar.,Qual batalha encerra a campanha de 1805 algumas semanas após a tomada de Ulm?,Austerlitz,Iena,Wagram,Waterloo,"A batalha de Austerlitz (2 de dezembro de 1805) é a conclusão lógica e brilhante da campanha de 1805, marcando a dissolução da Terceira Coligação."
13,História,Revoluções & conflitos modernos,A batalha de Waterloo (1815),Como Napoleão regressa da ilha de Elba em março de 1815?,"Com 700 homens, unindo os regimentos enviados para o prender sem disparar um único tiro",Através de uma frota fornecida secretamente pelo Czar da Rússia,"Via Itália disfarçado de mercador, antes de atravessar os Alpes",Graças a um golpe de Estado organizado pelos jacobinos no interior de Paris,"O regresso da ilha de Elba é apelidado de 'Voo da Águia' porque Napoleão conseguiu retomar o poder apenas pelo seu carisma, com as tropas monárquicas a unirem-se a ele à sua passagem.",Qual missão Napoleão confia ao marechal Grouchy antes da batalha de Waterloo?,Perseguir os prussianos com 33 000 homens para impedir a sua junção com Wellington,Tomar Paris para assegurar uma linha de recuo em caso de derrota,Atacar Wellington pelo flanco esquerdo ao amanhecer de 18 de junho,Juntar-se imediatamente ao grosso das tropas francesas em Mont-Saint-Jean,"Napoleão destacou Grouchy para caçar Blücher após Ligny, mas Grouchy manteve a sua perseguição enquanto os prussianos já faziam meia-volta em direção a Waterloo.",Por que o ataque de Waterloo foi retardado na manhã de 18 de junho de 1815?,"Para deixar o solo secar após as chuvas, a fim de poder manobrar a artilharia",Porque Napoleão aguardava a rendição diplomática de Wellington,Devido a um nevoeiro espesso que impedia de ver o inimigo,Porque Napoleão ainda não tinha recebido os seus mapas da região,A tática de Napoleão baseava-se na sua 'Grande Bateria' ; ele precisava de um solo firme para que as balas de canhão pudessem ricochetear e para deslocar as suas peças.,Qual Evento psicológico sela a derrota francesa no final do dia?,"O recuo da Guarda Imperial, reputada invencível, que provoca um pânico geral",A morte do marechal Ney durante uma carga desesperada,A captura de Napoleão pelos cavaleiros britânicos,A explosão do depósito de munições da fazenda de Haie Sainte,"A Guarda Imperial era o último recurso; o seu fracasso perante o fogo britânico quebrou o moral do resto do exército, resultando numa debandada total.",Qual órgão diplomático decide o destino da Europa após a queda de Napoleão?,O Congresso de Viena,A Sociedade das Nações,O Tratado de Versalhes,O Diretório de Londres,O Congresso de Viena (1814-1815) reorganizou a Europa ao instaurar um equilíbrio de poderes para evitar a dominação de um único país.
14,História,Revoluções & conflitos modernos,A Comuna de Paris (1871),Qual Evento de 18 de março de 1871 desencadeia diretamente a Comuna de Paris?,Thiers envia o exército para recuperar os canhões da Guarda Nacional em Montmartre,O armistício humilhante assinado com Bismarck em janeiro de 1871,As eleições legislativas de maioria monarquista de fevereiro de 1871,A proclamação da Terceira República por Gambetta em Paris,A tentativa de apreensão dos canhões de Montmartre por Thiers provoca a insurreição popular e a fraternização dos soldados com os parisienses.,Que medida social radical a Comum tenta pôr em Obra?,A autogestão das empresas abandonadas pelos seus patrões,O direito de voto das mulheres em todas as eleições nacionais,A redução imediata do tempo de trabalho para 35 horas por semana,A nacionalização total dos bancos privados franceses,A Comum favoreceu a retoma dos ateliês desertados pelos patrões sob a forma de cooperativas operárias autogestionadas.,Qual é o balanço humano estimado da Semana Sangrenta de maio de 1871?,Entre 10 000 e 30 000 mortos,Cerca de 1 000 mortos,Mais de 100 000 mortos,Cerca de 5 000 mortos,"A repressão do exército de Versalhes foi de uma violência extrema, fazendo entre 10 000 e 30 000 vítimas em apenas sete dias.",Como Karl Marx analisa a Comum de Paris ?,Como a primeira experiência de « ditadura do proletariado »,Como um fracasso burguês sem relação com o interesse operário,Como uma simples revolta camponesa sem futuro política,Como uma conspiração do exército prussiano para enfraquecer a França,"Para Marx, a Comum é o exemplo concreto de um poder operário substituindo a estrutura do Estado burguês.",Qual Lugar simboliza hoje a memória dos últimos combatentes da Comum ?,O Muro dos Federados no cemitério do Père-Lachaise,O monumento aos mortos da Praça da Bastilha,"A coluna Vendôme, reconstruída em honra dos insurgentes",A Basílica do Sagrado Coração de Montmartre,O Muro dos Federados é o lugar onde os últimos defensores da Comum foram fuzilados em 28 de maio de 1871.
15,História,Revoluções & conflitos modernos,A Belle Époque (1871-1914),Por quais três motores a segunda revolução industrial da Belle Époque se distingue da primeira ?,"A eletricidade, o petróleo e a química","O vapor, o carvão e o aço","O petróleo, o automóvel e a aeronáutica","A eletricidade, o telégrafo e os caminhos de ferro","A primeira revolução baseava-se no vapor e no carvão ; a segunda, tratada aqui, introduz a eletricidade, o petróleo (motor a explosão) e a indústria química.",Quantas horas por dia trabalha em geral o proletariado industrial na Belle Époque ?,10 a 12 horas,8 horas,14 à 16 horas,6 horas,"Apesar do progresso, as condições sociais permanecem duras. A jornada de 8 horas ainda não é a norma, e jornadas de 10 a 12 horas são comuns.",Qual Evento de 1914 desencadeia a engrenagem que leva ao fim da Belle Époque ?,O assassinato do arquiduque Francisco Ferdinando em Sarajevo,A falência dos grandes bancos europeus,O crash da bolsa de Londres,A revolução russa de 1905,O atentado de Sarajevo em 28 de junho de 1914 ativa o sistema de alianças europeias e leva ao conflito geral em algumas semanas.,"Qual filósofo teorizou o positivismo, doutrina dominante deste otimismo tecnológico ?",Auguste Conde,Friedrich Nietzsche,Sigmund Freud,Émile Zola,"Auguste Conde é o fundador do positivismo, esta filosofia que coloca a ciência acima de tudo para resolver os males da sociedade.","Qual assunto de política francesa destacou as fraturas internas (antissemitismo, nacionalismo) deste Período ?",Caso Dreyfus (1894-1906),O escândalo do Panamá,O escândalo Wilson,O caso das Fichas,O Caso Dreyfus é o Evento maior que revelou as tensões antissemitas e dividiu a França entre dreyfusards e antidreyfusards durante a Belle Époque.
16,História,Revoluções & conflitos modernos,A batalha de Verdun (1916),Qual era o objetivo principal do geral von Falkenhayn ao atacar Verdun ?,Sangrar o exército francês obrigando-o a defender um símbolo,Tomar Paris contornando as linhas pelo Norte,Destruir as fábricas de armamento situadas na cidade,Capturar o geral Pétain para desorganizar o estado-maior,Falkenhayn aposta em uma guerra de desgaste: ele ataca um ponto altamente simbólico (Verdun) para forçar a França a enviar para lá todas as suas divisões e destruí-las pela artilharia.,Em que consiste o sistema da « Noria » estabelecido por Pétain ?,Uma rotação frequente das tropas no front para limitar o seu esgotamento,Uma rede de galerias subterrâneas ligando os fortes entre si,Um código secreto utilizado para a artilharia pesada,A substituição sistemática dos cavalos por caminhões,O sistema da Noria permite que 70% do exército francês participe da batalha sem que nenhuma unidade seja totalmente aniquilada por uma exposição demasiado longa ao fogo.,Qual é o papel da « Voie Sacrée » durante a batalha?,Assegurar o reabastecimento vital de homens e munições por camiões,Permitir que os civis fujam da zona de combate,Oferecer um caminho protegido para delegações diplomáticas,Servir de pista de aterragem para a aviação nascente,"Sem esta estrada que liga Bar-le-Duc a Verdun, percorrida por 6 000 camiões por dia, a praça-forte teria caído por falta de munições e de reforços.",Qual é a particularidade do ossário de Douaumont?,Reúne os restos mortais de 130 000 soldados não identificados de ambos os campos,Contém apenas os túmulos dos oficiais superiores,É construído unicamente a partir de destroços de fortes,É o único monumento no Mundo dedicado unicamente aos cavalos de guerra,"O ossário simboliza a atrocidade da guerra industrial, onde os corpos ficavam tão despedaçados pela artilharia que já não podiam ser distinguidos por nacionalidade.",Que gesto memorial marca A reconciliação franco-alemã em 1984?,François Mitterrand e Helmut Kohl de mãos dadas no ossário,A assinatura do Tratado do Eliseu diante das trincheiras,A destruição simbólica do Forte de Douaumont pelos dois países,A criação de uma medalha militar Comum para os veteranos,"Ao darem as mãos perante os túmulos de Verdun, os dois líderes transformaram este Lugar de sofrimento num símbolo de paz duradoura na Europa."
17,História,Revoluções & conflitos modernos,A Revolução Russa (1917),Que erro principal cometido pelo governo provisório de Kerenski facilitou a ascensão dos bolcheviques?,A sua decisão de continuar a guerra apesar do esgotamento do país,A sua recusa em conceder o direito de voto às mulheres e aos operários,A sua tentativa fracassada de restaurar Nicolau II no trono carolíngio,A sua aliança secreta com a Alemanha para travar as greves,"Ao recusar assinar a paz, o governo provisório afastou-se do povo que clamava por 'Pão' e, sobretudo, pela 'Paz' imediata.",Que papel desempenhou a Alemanha na revolução de Outubro?,Organizou o regresso de Lénine num comboio gozando de imunidade,Financiou a criação da Douma para enfraquecer os Romanov,Ela invadiu Petrogrado para instalar os bolcheviques no poder,Ela enviou generais para comandar os Guardas Vermelhos de Leon Trotsky,"A Alemanha esperava que Lênin desestabilizasse a Rússia por dentro, forçando assim o país a retirar-se da guerra, o que efetivamente aconteceu.",Qual foi o verdadeiro nível de violência durante a tomada do Palácio de Inverno em outubro de 1917?,O palácio caiu quase sem combate em poucas horas,Um cerco de três semanas reduziu o edifício a cinzas,Mais de 50.000 mortos foram contados durante o assalto final,A guarda imperial massacrou todos os atacantes bolcheviques,"Ao contrário da lenda, a insurreição de outubro foi um golpe de Estado com muito pouco derramamento de sangue, pois o governo quase não tinha mais defensores fiéis.",O que era o « duplo poder » que surgiu após a Revolução de Fevereiro?,A coexistência entre o Governo Provisório e o Soviete de Petrogrado,A partilha do trono entre Nicolau II e seu filho Alexis,A aliança militar entre a Rússia e o Império Alemão,O conflito de Legitimidade entre Lênin e Leon Trotsky,"O Governo Provisório tinha a Legitimidade oficial, mas o Soviete de Petrogrado controlava a realidade do terreno (soldados, operários, transportes).",Por que a família imperial foi executada em julho de 1918?,Para impedir que os opositores 'Brancos' a libertassem e a tornassem um símbolo,Após um julgamento público conduzido pelo Soviete de Moscou,Por erro durante um bombardeio alemão sobre a cidade de Ecaterimburgo,Porque Nicolau II se recusava a assinar o tratado de Brest-Litovsk,"Os bolcheviques temiam que o avanço dos exércitos contra-revolucionários (Brancos) permitisse libertar o Czar, oferecendo assim um líder carismático à oposição."
18,História,Revoluções & conflitos modernos,A Grande Depressão (1929),Como se chama o mecanismo especulativo que permite comprar ações pagando apenas 10% do seu valor?,A compra por margem,A alavancagem bancária,O contrato a termo,O empréstimo obrigacionista,"A compra por margem permitia aos investidores tomar emprestado 90% do preço de uma ação, criando uma bolha artificial que amplificou o pânico durante o crash.",Quanto perde o Dow Jones em valor entre 1929 e 1932 ?,89% do seu valor,23%,50%,40%,"Entre o Somme de 1929 e o ponto baixo de 1932, o índice principal de Wall Street perdeu cerca de 90% do seu valor, arruinando milhões de investidores.",Quantos bancos americanos fecharam entre 1929 e 1933 ?,9 000 bancos,500 bancos,100 bancos,200 000 bancos,"Cerca de 9 000 bancos faliram, pois já não conseguiam lidar com os levantamentos massivos dos seus clientes (bank runs) após terem perdido os seus próprios investimentos.",Qual Lei do New Deal separa os bancos de depósito dos bancos de investimento ?,A Lei Glass-Steagall,A Lei Wagner,A Lei Sherman,A Lei Smoot-Hawley,"A Lei Glass-Steagall de 1933 visava proteger as poupanças dos particulares, impedindo os bancos comerciais de especularem nos mercados financeiros com o dinheiro dos depósitos.",Que ligação direta existe entre a Grande Depressão e a subida de Hitler ao poder ?,O desemprego em massa que atinge 30% cria um desespero social explorado pelo partido nazi,Os Estados Unidos financiaram diretamente o partido nazi para travar o comunismo durante a crise,A crise forçou a França e a Inglaterra a invadir a Alemanha para confiscar as suas reservas de ouro,O crash de Wall Street provocou uma revolução comunista imediata na Alemanha,"A explosão do desemprego para 6 milhões de pessoas desestabilizou totalmente a República de Weimar, permitindo aos nazis apresentarem-se como o único recurso perante a fome."
19,História,Revoluções & conflitos modernos,A batalha de Estalinegrado (1942-1943),Qual era o objetivo estratégico inicial da ofensiva alemã de 1942 (Case Blue) ?,Apoderar-se dos recursos petrolíferos do Cáucaso,Tomar Moscovo pelo sul,Destruir Leninegrado através de um cerco terrestre,Invadir o Irão para se juntar às tropas japonesas,O objetivo principal de 1942 era económico: o petróleo do Cáucaso era indispensável à Wehrmacht para prosseguir a guerra.,Porque é que a tática do «hugging» era eficaz para os Soviéticos?,Ela neutralizava a vantagem da aviação e da artilharia alemãs,Ela permitia capturar mais facilmente oficiais de alta patente,Ela economizava munições ao privilegiar o combate corpo a corpo,Ela facilitava o reabastecimento das tropas pela população civil,"Ao manterem-se extremamente próximos das linhas alemãs, os Soviéticos impediam a aviação inimiga de bombardear sem correr o risco de matar os seus próprios soldados.",Em que ponto fraco se baseou a Operação Urano para conseguir o cerco?,Os flancos do 6.º Exército mantidos por tropas aliadas menos equipadas,A falta de combustível dos tanques de reserva alemães,A ausência de comando após o suicídio de Paulus,O motim dos soldados alemães que recusavam lutar no frio,"A ofensiva soviética atingiu os setores mantidos pelos exércitos romeno e húngaro, que não tinham meios para resistir ao poder de choque dos tanques russos.",Porque é que Hitler nomeou Friedrich Paulus marechal de campo pouco antes da queda da cidade?,"Para o incentivar ao suicídio, pois nenhum marechal de campo se tinha rendido antes",Para o recompensar pela sua defesa heróica da Casa Pavlov,Para lhe dar a autoridade necessária para negociar uma paz separada,Porque ele ignorava que Paulus já estava nas mãos do Exército Vermelho,A promoção ao posto de marechal de campo era uma pressão psicológica mórbida: Hitler esperava que Friedrich Paulus se suicidasse em vez de sofrer a desonra da captura.,Qual foi o destino dos 91 000 prisioneiros alemães capturados em fevereiro de 1943?,Apenas cerca de 6 000 regressaram vivos à Alemanha depois da guerra,Foram libertados logo em 1945 após a queda de Berlim,Foram integrados à força no Exército Vermelho para reconstruir a cidade,Todos morreram durante as marchas da morte em direção à Sibéria,"O esgotamento, a fome e a dureza do trabalho forçado nos campos soviéticos causaram uma mortalidade terrível entre os prisioneiros de Estalinegrado."
20,História,Revoluções & conflitos modernos,Hiroshima e Nagasaki (1945),Qual foi o principal motivo para o lançamento do Projeto Manhattan em 1942 ?,O receio de que a Alemanha nazi desenvolvesse a bomba primeiro,A resposta imediata após o ataque a Pearl Harbor,A vontade da URSS de partilhar os seus segredos nucleares,Um pedido direto do imperador do Japão para cessar a guerra,O projeto nasceu de um aviso de cientistas (carta Einstein-Szilárd) receando que Hitler dispusesse de uma arma tecnológica decisiva.,Qual era o custo humano estimado da Operação Downfall pelos estrategistas americanos ?,Entre 500 000 e 1 milhão de baixas,Menos de 50 000 soldados,Cerca de 250 000 soldados,Mais de 5 milhões de militares,As perdas colossais previstas para uma invasão terrestre das ilhas japonesas foram um argumento fundamental para justificar o uso da bomba.,Porque é que a cidade de Nagasaki foi finalmente bombardeada em 9 de agosto de 1945 ?,"Kokura, o alvo inicial, estava encoberta por nuvens",Truman queria testar especificamente a bomba de plutónio num porto,Era a cidade natal do chefe do exército japonês,Continha as últimas reservas de petróleo do Japão,"O mau tempo sobre Kokura forçou o avião 'Bockscar' a desviar-se para o seu alvo secundário, Nagasaki.",Qual avião lançou a primeira bomba atómica sobre Hiroshima ?,O B-29 Enola Gay,O B-29 Bockscar,O B-17 Memphis Belle,O B-24 Liberator,"Foi o Enola Gay, batizado com o nome da mãe do seu piloto Paul Tibbets, que realizou a missão histórica sobre Hiroshima.",O que é um 'hibakusha' na História do Japão ?,Um sobrevivente dos bombardeamentos de Hiroshima ou Nagasaki,Um piloto de caça que se sacrificou em combate,Um cientista que trabalhou no projeto nuclear japonês,Um ministro que assinou o ato de capitulação,"O termo 'hibakusha' designa literalmente as pessoas afetadas pela bomba, que sofreram radiações e sofrimento social."
21,História,Guerra Fria & mundo contemporâneo,Rosa Parks e Montgomery (1955),Qual era o verdadeiro perfil de Rosa Parks antes da sua detenção em 1955?,"Uma militante ativa da A NAACP, formada em técnicas de desobediência civil",Uma simples costureira apolítica cansada pelo seu dia de trabalho,Uma representante eleita no Congresso do Alabama,Uma advogada que trabalhava diretamente para o Supremo Tribunal,Rosa Parks era secretária da secção local da A NAACP e tinha seguido formações específicas de ativismo política antes do seu gesto.,Qual foi a duração exata do boicote aos autocarros de Montgomery?,381 dias,100 dias,15 dias,Exatamente 2 anos,"O boicote começou a 5 de dezembro de 1955 e terminou a 21 de dezembro de 1956, ou seja, uma duração total de 381 dias.",Quem foi escolhido para presidir à Montgomery Improvement Association (MIA) durante o boicote?,Martin Luther King Jr.,Malcolm X,Rosa Parks,Thurgood Marshall,O jovem pastor de 26 anos foi escolhido pela sua eloquência e pelo seu perfil consensual para dirigir a estrutura de coordenação do boicote.,Em que base jurídica o Supremo Tribunal declarou a segregação nos autocarros inconstitucional?,A invalidação da doutrina 'separados mas iguais' no espaço público,A abolição imediata das leis Jim Crow pelo Presidente,O não pagamento de impostos pela empresa de autocarros,A proibição de autocarros motorizados nos centros das cidades,"A decisão baseou-se no facto de a segregação violar a 14.ª Emenda, seguindo a lógica já iniciada pelo acórdão Brown v. Board of Education.",Porque é que a A NAACP privilegiou o caso de Rosa Parks em vez do de Claudette Colvin?,Porque Rosa Parks apresentava uma imagem de respeitabilidade mais estratégica para a opinião pública,Porque Claudette Colvin se tinha recusado a testemunhar perante os juízes,Porque Rosa Parks era a única que possuía um bilhete de autocarro válido,Porque Claudette Colvin não era membro da comunidade negra de Montgomery,"Os líderes do **Movimento** procuravam um perfil irrepreensível (mulher casada, empregada, calma) para evitar que os ataques pessoais contra a ativista prejudicassem a causa."
