Nom du cours,Classification,Terme,Explication
A desinformação e as fake news,Instituição,AFP,"Agence France-Presse, agência de notícias mundial de referência que desenvolveu uma das maiores redes de fact-checking do mundo."
A desinformação e as fake news,Conceito,Deepfakes,"Gravações de áudio ou vídeo ultrarrealistas geradas por inteligência artificial, permitindo substituir o rosto ou a voz de uma pessoa por uma Outro para lhe atribuir declarações imaginárias."
O buraco na camada de ozônio (e a sua recuperação),Lugar,Antártica,"Continente situado no Polo Sul, onde as condições meteorológicas extremas da Estratosfera na primavera favorecem a destruição maciça do ozono pelos CFC."
O buraco na camada de ozônio (e a sua recuperação),Conceito,Estratosfera,"Segunda camada da atmosfera terrestre, situada entre cerca de 10 e 50 km de altitude, que abriga a maior parte da camada de ozono."
O buraco na camada de ozônio (e a sua recuperação),Conceito,Dióxido de carbono (CO₂),"Gás presente naturalmente na atmosfera, mas cujo excesso ligado às atividades humanas é o principal responsável pelo aquecimento global atual."
A crise da biodiversidade,Instituição,WWF,"Fundo Mundial para a Natureza (World Wide Fund for Nature), uma das maiores organizações não governamentais internacionais de proteção do ambiente."
A crise da biodiversidade,Instituição,IPBES,"Plataforma intergovernamental científica e política sobre a biodiversidade e os serviços ecossistémicos, frequentemente descrita como o 'IPCC da biodiversidade'."
A crise da biodiversidade,Obra,Dasgupta Review,"Relatório económico fundamental (2021) encomendado pelo Tesouro britânico, que teoriza a integração da natureza nos indicadores económicos globais."
A crise da biodiversidade,Conceito,limites planetários,Limiares quantificados que a humanidade não deve ultrapassar para não comprometer as condições habitáveis da Terra.
A crise da biodiversidade,Evento,COP15,"Conferência das Nações Unidas sobre a biodiversidade realizada em 2022, que resultou no acordo histórico '30 por 30' para a proteção da natureza."
A crise da biodiversidade,Conceito,resiliência,Capacidade de um ecossistema de recuperar o seu funcionamento normal após sofrer uma perturbação profunda.
A economia circular,Outro,Bauxita,O principal minério que permite a produção de alumínio.
A economia circular,Conceito,Ecossistema industrial,"Modelo de organização onde as empresas de um mesmo território trocam os seus fluxos (energia, água, materiais) para que os resíduos de uns se tornem recursos de outros."
A economia circular,Outro,Lítio,Metal alcalino essencial para o fabrico de baterias recarregáveis para veículos elétricos e aparelhos móveis.
A economia circular,Conceito,Responsabilidade Estendida do Produtor,"Princípio jurídico segundo o qual os fabricantes e importadores devem assumir a responsabilidade, financeira ou técnica, pela gestão do fim de vida dos produtos que colocam no mercado."
A economia circular,Conceito,Economia da funcionalidade,Modelo económico que privilegia o uso de um bem (aluguer de um serviço) em vez da sua posse (compra do **Objeto**).
A economia circular,Conceito,Passaporte digital de produtos,Ferramenta de informação que armazena as características técnicas e a composição de um produto para facilitar a sua reparação e a sua reciclagem futura.
Por que as abelhas são vitais?,Conceito,sonicação,Técnica de polinização utilizada por certos insetos (como os abelhões) que fazem vibrar os seus músculos alares para sacudir o pólen das anteras de flores específicas.
Por que as abelhas são vitais?,Conceito,polinização,"Processo de transporte dos grãos de pólen desde os órgãos masculinos (estames) para os órgãos femininos (pistilo) de uma flor, permitindo a fecundação e a produção de sementes e de frutos."
Por que as abelhas são vitais?,Conceito,entomofauna,Conjunto das espécies de insetos que vivem num determinado meio.
Por que as abelhas são vitais?,Conceito,cadeia trófica,Sequência de relações alimentares entre seres vivos que se comem uns aos outros (cadeia alimentar).
Por que as abelhas são vitais?,Conceito,infraestruturas agroecológicas,"Elementos não produtivos de uma exploração (sebes, charcos, pequenos muros, faixas de flores) que fornecem refúgios e recursos à biodiversidade."
A subida do nível das águas,Lugar,Indlandsis,"Imenso glaciar de grande extensão, podendo atingir vários quilómetros de espessura, cobrindo uma base continental (como na Gronelândia ou na Antártida)."
A subida do nível das águas,Instituição,IPCC,"Painel Intergovernamental sobre Mudanças Climáticas, organismo da ONU encarregado de avaliar os conhecimentos científicos sobre as alterações climáticas."
A subida do nível das águas,Conceito,Dilatação térmica,Fenómeno físico pelo qual um corpo (neste caso a água) aumenta de volume sob o efeito de um aumento da sua temperatura.
A subida do nível das águas,Conceito,Manguezal,Ecossistema de pântanos marítimos incluindo árvores específicas (mangues) que estabilizam as costas e protegem contra a erosão e as ondas de tempestade.
A IA e o emprego,Conceito,IA generativa,"Tipo de inteligência artificial capaz de criar novos conteúdos (texto, imagens, código, som) a partir de exemplos aprendidos, em vez de simplesmente analisar dados existentes."
A IA e o emprego,Conceito,colarinhos brancos,"Expressão que designa os trabalhadores de escritório, os quadros e as profissões intelectuais, por oposição aos 'colarinhos azuis' que trabalham na indústria ou em trabalhos manuais."
A IA e o emprego,Conceito,Engenheiro de prompts,Profissão que consiste em conceber e refinar as instruções textuais dadas a uma IA generativa para obter o resultado mais pertinente e eficaz possível.
O populismo: por que está a crescer em todo o lado?,Personagem,Jan-Werner Müller,"Politólogo e professor em Princeton, autor de 'O que é o populismo?', que define o fenómeno pelo seu antipluralismo e pela sua pretensão à exclusividade da representação."
O populismo: por que está a crescer em todo o lado?,Personagem,Branko Milanović,"Economista sérvio-americano especializado em desigualdades, célebre pela sua 'curva do elefante' que mostra a repartição dos ganhos de rendimentos mundiais."
O populismo: por que está a crescer em todo o lado?,Conceito,globalização,"Processo de abertura das fronteiras económicas e de aceleração das trocas mundiais, cujos efeitos desiguais são um motor do voto populista."
O populismo: por que está a crescer em todo o lado?,Movimento,trumpismo,"Movimento político associado a Donald Trump, misturando populismo, nacionalismo económico e uma comunicação direta que abala as normas institucionais."
O populismo: por que está a crescer em todo o lado?,Conceito,monismo,"Conceção política que recusa a diversidade de opiniões no seio do povo, afirmando que a vontade popular é uma, indivisível e encarnada por um único líder."
O populismo: por que está a crescer em todo o lado?,Conceito,backlash,Reação violenta ou resistência de um grupo social face a mudanças culturais ou políticas rápidas percebidas como uma ameaça aos seus valores.
O populismo: por que está a crescer em todo o lado?,Instituição,meios de comunicação de massa,"Grandes órgãos de imprensa tradicionais (TV, jornais), frequentemente qualificados como 'elites mediáticas' pelos populistas para os desacreditar."
O populismo: por que está a crescer em todo o lado?,Conceito,desdemonização,"Estratégia política que visa tornar um partido radical mais aceitável para o eleitorado moderado, suavizando a sua imagem e o seu discurso."
A saúde mental como questão de sociedade,Conceito,Comparação social ascendente,"Processo psicológico em que um indivíduo se compara a pessoas que percebe como superiores (beleza, riqueza, sucesso), resultando frequentemente numa redução da autoestima."
A saúde mental como questão de sociedade,Conceito,Cibervitimização,"Forma de assédio que ocorre através de ferramentas digitais, incluindo insultos, propagação de rumores ou exclusão social online."
A saúde mental como questão de sociedade,Conceito,Reforço dopaminérgico,"Mecanismo biológico ligado ao circuito da recompensa no cérebro, estimulado por notificações e 'likes' nas redes sociais, podendo levar à dependência."
A saúde mental como questão de sociedade,Conceito,Lacuna de processamento,Diferença significativa entre o número de pessoas que necessitam de cuidados de saúde mental e o número de pessoas que efetivamente os recebem.
A saúde mental como questão de sociedade,Personagem,Simone Biles,"Ginasta americana multimedalhada que, ao retirar-se de várias provas nos JO de Tóquio 2021 para preservar a sua saúde mental, provocou um debate mundial sobre o tema."
A saúde mental como questão de sociedade,Conceito,Ecoansiedade,Forma de angústia psíquica ligada ao sentimento de impotência perante as alterações climáticas e as ameaças ambientais futuras.
A saúde mental como questão de sociedade,Conceito,Inteligência artificial,Aqui utilizada para designar os algoritmos e agentes conversacionais (chatbots) capazes de realizar um primeiro nível de acompanhamento ou triagem psiquiátrica.
A UE: como funciona realmente?,Instituição,Conselho da UE,"Reunião dos ministros nacionais por área (ex: agricultura, finanças). Vota as leis com o Parlamento e representa os interesses dos governos membros."
A UE: como funciona realmente?,Instituição,Comissão Europeia,"Órgão executivo da UE. Ela propõe as leis, gere o orçamento e vela pela aplicação dos tratados sob a direção de 27 comissários."
A UE: como funciona realmente?,Conceito,grupos de interesse,"Organizações (ONG, empresas, sindicatos) que procuram influenciar as decisões políticas em Bruxelas, fornecendo a sua perícia técnica."
A UE: como funciona realmente?,Instituição,comité de conciliação,Instância que reúne eurodeputados e representantes do Conselho para encontrar um acordo final sobre uma lei em caso de desacordo persistente.
A liberdade de imprensa no mundo,Conceito,concentração mediática,"Processo pelo qual um número restrito de proprietários ou de grandes grupos industriais adquire a maioria dos suportes de imprensa, de televisão e de rádio."
A liberdade de imprensa no mundo,Personagem,Viktor Orbán,Primeiro-ministro húngaro cuja governação é marcada por uma estratégia de controlo indireto dos meios de comunicação através de aliados económicos.
A liberdade de imprensa no mundo,Conceito,SLAPP,Ação judicial estratégica contra a mobilização pública; procedimentos judiciais abusivos lançados por empresas ou políticos para esgotar financeiramente um jornalista.
A liberdade de imprensa no mundo,Conceito,desinformação,Difusão intencional de informações falsas com o objetivo de enganar a opinião pública ou de desestabilizar um adversário.
As migrações climáticas,Conceito,sedentarização forçada,Processo pelo qual populações nómadas (como no Sahel) são forçadas a instalar-se de forma permanente porque as suas rotas de transumância são destruídas pela seca.
As migrações climáticas,Lugar,Estados insulares de baixa altitude,"Nações arquipelágicas (Kiribati, Tuvalu, Maldivas) cuja altitude média é tão baixa que correm o risco de submersão total devido à subida do nível do mar."
As migrações climáticas,Conceito,dívida climática,"Princípio política afirmando que os países industrializados, responsáveis históricos pelo aquecimento, devem compensação e assistência aos países pobres que sofrem os seus primeiros efeitos."
As migrações climáticas,Conceito,não-repulsão,Princípio fundamental do direito dos refugiados que proíbe a expulsão de uma pessoa para um país onde corre risco de morte ou de tratamentos desumanos.
A blockchain e as criptomoedas,Conceito,pares,"Utilizadores ou computadores ligados numa rede sem hierarquia central, onde cada um tem os mesmos direitos e responsabilidades."
A blockchain e as criptomoedas,Conceito,hashing,"Algoritmo matemático que transforma um dado de qualquer tamanho numa impressão digital de tamanho fixo, única e irreversível."
A blockchain e as criptomoedas,Conceito,moeda fiduciária,Moeda emitida por um banco central (como o Euro ou o Dólar) cujo valor assenta na confiança do público perante a instituição emissora.
A blockchain e as criptomoedas,Instituição,MNBC,"Moeda Digital de Banco Central, forma digital da moeda fiduciária emitida por um Estado para concorrer com as criptomoedas privadas."
O direito de asilo explicado,Data,Convenção de Genebra,Tratado internacional adotado em 1951 que define o estatuto de refugiado e as obrigações dos Estados em relação a eles.
O direito de asilo explicado,Instituição,ACNUR,"Alto Comissariado das Nações Unidas para os Refugiados, agência da ONU encarregada de proteger os direitos dos refugiados e dos deslocados."
O direito de asilo explicado,Instituição,Regulamento de Dublim,"Texto da União Europeia que determina o Estado-membro responsável pelo exame de um pedido de asilo, geralmente o primeiro país de entrada."
A segurança alimentar mundial,Conceito,carências de micronutrientes,"Falta de vitaminas (A, B12...) e de minerais (ferro, iodo, zinco) essenciais ao funcionamento do organismo, mesmo que a ingestão calórica total seja suficiente."
A segurança alimentar mundial,Instituição,mercado a prazo,"Mercado financeiro onde se negociam os preços das matérias-primas (como o trigo) para entregas futuras, influenciando as cotações mundiais."
A segurança alimentar mundial,Conceito,food power,Estratégia geopolítica que consiste em utilizar a exportação ou o embargo de produtos alimentares como meio de pressão política.
A segurança alimentar mundial,Lugar,zonas aráveis,Terras cujo clima e qualidade do solo permitem uma exploração de culturas anuais ou de pastagens artificiais.
A segurança alimentar mundial,Lugar,lençóis freáticos,"Reservas de água subterrâneas situadas a pouca profundidade, que alimentam poços e nascentes, e são amplamente utilizadas para a irrigação agrícola."
A segurança alimentar mundial,Conceito,agroecologia,"Práticas agrícolas que respeitam o ambiente e visam manter o equilíbrio dos ecossistemas, garantindo ao mesmo tempo uma produção alimentar."
A água: próxima fonte de conflitos?,Conceito,salmoura,"Solução aquosa com elevada concentração de sal, rejeitada pelas centrais de dessalinização. A sua rejeição maciça pode asfixiar a fauna e a flora marinha local."
A água: próxima fonte de conflitos?,Lugar,Singapura,"Cidade-Estado insular do Sudeste Asiático, que se tornou uma referência mundial na gestão da água (NEWater) para compensar a sua ausência de fontes de água doce naturais."
A água: próxima fonte de conflitos?,Conceito,água virtual,Volume de água necessário para o fabrico de um produto (agrícola ou industrial) ao longo de toda a sua cadeia de produção. Este Conceito ajuda a compreender as trocas indiretas de água entre países.
O soft power americano,Acrônimo,GAFAM,"Acrónimo que designa os Gigantes da Web americana: Google, Apple, Facebook (Meta), Amazon e Microsoft."
O soft power americano,Instituição,ONU,"Organização das Nações Unidas, criada em 1945 para manter a paz e a segurança internacionais."
O soft power americano,Movimento,Hallyu,"Termo que designa a 'onda coreana', ou seja, a exportação maciça da Cultura popular sul-coreana (K-pop, dramas, cinema) a nível internacional."
O soft power americano,Outro,Ivy League,"Agrupamento de oito universidades privadas entre as mais antigas e prestigiadas do Nordeste dos Estados Unidos [Harvard, Yale, Princeton...]."
Os GAFAM: poder e derivas,Conceito,fake news,Falsas informações criadas e difundidas com o objetivo de enganar o público ou de manipular a opinião política.
Os GAFAM: poder e derivas,Lugar,Silicon Valley,"Região da Califórnia ao sul de San Francisco, que se tornou o polo mundial da alta tecnologia e a sede da maioria dos GAFAM."
Os GAFAM: poder e derivas,Conceito,tempo de atenção,Recurso limitado dos utilizadores que as plataformas procuram capturar e monetizar através da publicidade graças a algoritmos de retenção.
A transição energética,Conceito,terras raras,"Grupo de 17 metais com propriedades eletromagnéticas únicas, indispensáveis para o fabrico de ímanes permanentes para turbinas eólicas e motores de carros elétricos."
A transição energética,Conceito,neutralidade de carbono,Estado de equilíbrio entre as emissões de gases de efeito estufa e as absorções pelos sumidouros naturais ou artificiais.
A transição energética,Conceito,intermitência,"Caráter irregular da produção de energia [solaire, éolien] que varia de acordo com as condições meteorológicas e o ciclo dia/noite."
O futuro do trabalho,Personagem,Henry Ford,"Industrial norte-americano do início do século XX, pioneiro do trabalho em cadeia e da padronização (fordismo), que normalizou a semana de 5 dias para criar uma classe média de consumidores."
O futuro do trabalho,Personagem,Joseph Schumpeter,"Economista austríaco do século XX, célebre pela sua teoria da 'destruição criativa' que explica como as inovações tecnológicas substituem as antigas estruturas económicas."
A China e o seu modelo económico,Personagem,Deng Xiaoping,"Líder da República Popular da China de 1978 a 1992, é o arquiteto das reformas económicas que abriram o país ao mercado mundial."
A China e o seu modelo económico,Personagem,Xi Jinping,"Secretário-geral do Partido Comunista Chinês desde 2012, reforçou o controlo do Partido sobre a sociedade e lançou a Belt and Road Initiative."
A China e o seu modelo económico,Lugar,Silicon Valley,"Polo tecnológico de relevo situado na Califórnia, servindo de referência mundial para a inovação digital que a China procura concorrer."
A China e o seu modelo económico,Instituição,Evergrande,Antigo gigante do imobiliário chinês cuja crise da dívida em 2021 revelou as fragilidades sistémicas do modelo financeiro chinês.
A China e o seu modelo económico,Lugar,Taiwan,"Ilha insular reivindicada por Pequim, ponto de fricção importante entre a China e os Estados Unidos nos planos política e tecnológico."
A China e o seu modelo económico,Conceito,semicondutores,"Componentes eletrónicos essenciais para a indústria moderna, no centro da guerra tecnológica entre a China e o Ocidente."
A crise do Estado de Bem-Estar Social,Instituição,Conselho Nacional da Resistência,Organismo que dirigiu os diferentes movimentos da Resistência francesa durante a Segunda Guerra Mundial e elaborou o programa de reformas sociais de 1944.
A crise do Estado de Bem-Estar Social,Conceito,gig economy,"Economia de pequenos trabalhos ou de plataformas digitais (tipo Uber), caracterizada por contratos curtos e um estatuto de trabalhador independente em vez de assalariado."
A crise do Estado de Bem-Estar Social,Conceito,flexisegurança,"Modelo social que combina a facilidade de despedimento para as empresas (flexibilidade) e proteções fortes para os trabalhadores em transição (segurança), típico do modelo dinamarquês."
A crise do Estado de Bem-Estar Social,Conceito,CSG,Contribuição Social Generalizada. Imposto francês destinado a diversificar o financiamento da proteção social para além das meras contribuições salariais.
A crise do Estado de Bem-Estar Social,Conceito,uberização,"Fenómeno de contestação do modelo económico tradicional por plataformas digitais que colocam em relação direta prestadores e clientes, frequentemente em detrimento do salariado clássico."
Como se formam os sismos?,Conceito,Andrômeda (Sismologia),Nome de um vasto projeto europeu e de uma rede de sensores que visa utilizar a fibra ótica submarina existente para detetar vibrações sísmicas no fundo dos oceanos.
O Renascimento italiano,Conceito,Chiaroscuro,Técnica de pintura que consiste em produzir contrastes violentos entre as zonas de luz e as zonas de sombra para criar volume e drama.
O Renascimento italiano,Movimento,Maneirismo,Movimento artístico do fim do Renascimento (v. 1520-1580) caracterizado pela rejeição da harmonia clássica em favor de formas alongadas e composições complexas.
O nascimento do impressionismo,Instituição,Académie des beaux-arts,"Instituição de Estado que geria o ensino artístico e o Salon em Paris no século XIX, impondo padrões clássicos rigorosos."
O nascimento do impressionismo,Personagem,Napoleão III,"Imperador dos Francesas que, face à crise artística de 1863, autorizou a criação do Salon des Refusés."
O nascimento do impressionismo,Evento,Salon des Refusés,"Exposição organizada em 1863 para apresentar as obras rejeitadas pelo júri do Salon oficial, marcando o início da fratura entre arte moderna e académica."
O nascimento do impressionismo,Personagem,Édouard Manet,"Pintor precursor da modernidade, cuja obra 'Le Déjeuner sur l'herbe' provocou um escândalo de grandes proporções em 1863."
O nascimento do impressionismo,Personagem,Claude Monet,"Líder do movimento impressionista, célebre pelas suas séries que exploram a luz como 'As Ninfas' ou a 'Catedral de Ruão'."
O nascimento do impressionismo,Conceito,visão binocular,"Capacidade do sistema visual de fundir duas imagens para perceber o relevo e, no caso do impressionismo, de fundir pinceladas de cores justapostas."
O nascimento do impressionismo,Conceito,cores complementares,Cores opostas no círculo cromático (ex: vermelho/verde). A sua justaposição reforça a vivacidade de cada uma.
O nascimento do impressionismo,Personagem,Berthe Morisot,"Uma das figuras centrais do impressionismo, conhecida pelas suas cenas da vida burguesa e pelo seu toque límpido."
O nascimento do impressionismo,Lugar,musée d'Orsay,Museu nacional em Paris que abriga a maior coleção de obras impressionistas e pós-impressionistas do mundo.
Rembrandt e a escola flamenga,Personagem,Hals,"Frans Hals, grande retratista holandês do Século de Ouro, célebre pelo seu toque rápido e por capturar a psicologia risonha dos seus modelos."
Rembrandt e a escola flamenga,Personagem,Caravaggio,"Pintor italiano do final do século XVI, inventor do estilo tenebrista que utiliza contrastes de luz violentos para dramatizar a cena."
Rembrandt e a escola flamenga,Personagem,Francis Bacon,"Pintor britânico do século XX, cujo trabalho sobre a deformação da carne e a expressão da dor se inspira diretamente na liberdade técnica de Rembrandt."
"O romantismo na pintura (Delacroix, Géricault)",Personagem,Géricault,"Théodore Géricault (1791-1824), pintor francês cuja carreira breve lançou as bases do romantismo com obras dramáticas e ancoradas no real."
"O romantismo na pintura (Delacroix, Géricault)",Personagem,Delacroix,"Eugène Delacroix (1798-1863), líder da escola romântica francesa, célebre pelo seu uso audacioso da cor e pelos seus temas políticos e exóticos."
"O romantismo na pintura (Delacroix, Géricault)",Personagem,Jean-Auguste-Dominique Ingres,"Pintor francês (1780-1867), campeão do **néoclassicismo** e grande rival de **Delacroix**, privilegiando a perfeição da linha sobre a emoção colorida."
O cubismo: Picasso e Braque,Conceito,colagem,"Inovação que consiste em integrar fragmentos do real (jornais, tecidos) na **Obra**, esbatendo a fronteira entre representação e realidade."
O surrealismo: Dalí e Magritte,Movimento,dadaísmo,"**Movimento** artístico e literário (1916-1923) nascido em reação ao horror da Grande Guerra, caracterizado por um questionamento radical das convenções, do sentido e das **Instituição**s."
O surrealismo: Dalí e Magritte,Lugar,Port Lligat,"Pequena vila de pescadores na Catalunha onde **Salvador Dalí** estabeleceu a sua residência principal e o seu atelier, cujas paisagens rochosas aparecem em muitas das suas telas."
O expressionismo: Munch e O Grito,Conceito,positivismo,"Doutrina filosófica do século XIX que considera que apenas o conhecimento dos factos e das **Lei**s científicas é real, rejeitando a metafísica."
O expressionismo: Munch e O Grito,Conceito,mimesis,**Conceito** estético oriundo da Antiguidade que designa a imitação ou a representação fiel da realidade na **Arte**.
A arte abstrata: Kandinsky e Mondrian,Movimento,Expressionismo abstrato,"**Movimento** artístico do pós-guerra, principalmente americano, privilegiando o gesto instintivo do artista (action painting) e a expressão bruta das emoções."
A arte abstrata: Kandinsky e Mondrian,Movimento,Minimalismo,"Corrente artística dos anos 1960 que defende um despojamento extremo, utilizando frequentemente formas geométricas simples e materiais industriais."
A arte abstrata: Kandinsky e Mondrian,Movimento,Arte conceptual,Movimento onde a definição ou a ideia da obra prima sobre a sua estética ou a sua realização material.
A Pop Art: Warhol e Lichtenstein,Movimento,Expressionismo abstrato,"Movimento artístico dominante após a Segunda Guerra Mundial (Pollock, Rothko), privilegiando a expressão subjetiva, o gesto espontâneo e a recusa da figuração, ao qual a Pop Art se oporá pelo seu regresso ao real banal."
O nascimento da música eletrônica,Movimento,Chicago house,"Género musical nascido em meados dos anos 1980 nos clubes de Chicago (como o Warehouse), caracterizado por um ritmo repetitivo em 4/4 e influências soul e disco."
Mozart: prodígio infantil e vida trágica,Obra,A Flauta Mágica,"Última ópera de Mozart (1791), misturando conto popular e simbolismo maçónico, escrita em alemão para um teatro popular."
Beethoven: génio e surdez,Personagem,Napoleão Bonaparte,"General e depois Imperador dos Franceses cujos ideais republicanos iniciais fascinavam Beethoven, antes que a sua coroação imperial provocasse a cólera do compositor."
Beethoven: génio e surdez,Conceito,período heroico,"Época criativa de Beethoven marcada por obras grandiosas que evocam a luta, a vitória e a resiliência perante o destino."
Beethoven: génio e surdez,Lugar,Bona,"Cidade da Alemanha do Norte, capital do eleitorado de Colónia, onde Beethoven nasceu e passou a sua juventude."
Beethoven: génio e surdez,Lugar,Viena,Capital do Império Austríaco e centro mundial da música clássica onde Beethoven viveu a maior parte da sua carreira.
Beethoven: génio e surdez,Movimento,romantismo,"Movimento artístico do século XIX que privilegia a expressão dos sentimentos, do imaginário e da subjetividade face ao rigor clássico."
O nascimento do rock'n'roll,Instituição,Sun Records,"Selo discográfico independente fundado em Memphis por Sam Phillips, especializado em blues e country, impulsionador do nascimento do rockabilly."
O nascimento do rock'n'roll,Personagem,Alan Freed,"Disc-jockey americano influente, creditado por ter popularizado o termo « rock'n'roll » na rádio para designar este novo estilo híbrido."
Bach e a música barroca,Instituição,Thomasschule,"Escola ligada à igreja de São Tomás em Leipzig, onde Bach ensinava música e latim aos rapazes do coro."
Bach e a música barroca,Conceito,cantata,"Género musical vocal composto por vários movimentos (árias, recitativos, coros) com acompanhamento instrumental, central na liturgia luterana."
O nascimento do jazz americano,Movimento,bebop,"Estilo de jazz que surgiu nos anos 1940, caracterizado por tempos rápidos, harmonias complexas e uma orientação para a escuta intelectual em vez da dança."
O nascimento do jazz americano,Movimento,Renascimento de Harlem,"Movimento de renovação da cultura afro-americana nos anos 1920 em Nova York, abrangendo a literatura, as artes e a música jazz."
O nascimento do jazz americano,Evento,Grande Migração,"Movimento massivo de seis milhões de afro-americanos do sul rural dos Estados Unidos para o norte e o oeste industrial entre 1916 e 1970, favorecendo a difusão do jazz."
Charlie Chaplin e o cinema mudo,Lugar,Vevey,Comuna suíça à beira do lago Léman onde Charlie Chaplin viveu o seu exílio de 1953 até à sua morte em 1977.
Charlie Chaplin e o cinema mudo,Evento,macarthismo,Período da história americana (início dos anos 1950) caracterizado por uma perseguição intensa aos supostos simpatizantes comunistas na administração e no mundo das artes.
"Kubrick: 2001, uma Odisseia no Espaço",Obra,«A Sentinela»,"Novela de ficção científica publicada por Arthur C. Clarke em 1948, cuja ideia de um artefacto cúbico deixado por extraterrestres serviu de base ao argumento de 2001."
Hitchcock e o suspense,Personagem,Bernard Herrmann,"Compositor emblemático cuja música definiu a atmosfera dos filmes de Hitchcock, nomeadamente pelo uso tenso das cordas em Psycho."
Hitchcock e o suspense,Personagem,François Truffaut,Cineasta francês cujas entrevistas com Hitchcock permitiram teorizar o trabalho do mestre e fazê-lo ser reconhecido como um autor.
Hitchcock e o suspense,Técnica,montagem,Assemblagem dos planos de um filme. Hitchcock utilizava-a para manipular o tempo e sugerir ações sem as mostrar explicitamente.
Hitchcock e o suspense,Conceito,psicanálise,"Disciplina que explora o inconsciente, integrada por Hitchcock em seus thrillers para aprofundar a motivação psicológica de seus **personagens**."
A arquitetura gótica: as catedrais,Lugar,basílica de Saint-Denis,Necrópole dos reis de França onde o abade Suger mandou construir o primeiro coro gótico por volta de 1140.
A Mona Lisa,Personagem,Vincenzo Peruggia,"Funcionário italiano do Louvre que roubou a Monalisa em 1911, alegando querer devolver a Obra à sua pátria de origem."
"Guernica, Picasso",Conceito,bombardeio de saturação,"Tática militar que visa destruir o conjunto de uma zona por meio de um tapete de bombas ininterrupto, sem distinção entre objetivos civis e militares."
"Guernica, Picasso",Lugar,MoMA,"Museum of Modern Art em Nova York, que abrigou Guernica por mais de quarenta anos para protegê-la da ditadura franquista."
"A Liberdade Guiando o Povo, Delacroix",Personagem,Luís Filipe I de França,"Último rei dos franceses (1830-1848), que chegou ao poder após os Três Dias Gloriosos, ele comprou o quadro de Delacroix antes de escondê-lo por considerá-lo subversivo demais."
"A Liberdade Guiando o Povo, Delacroix",Instituição,Salões,"Exposições oficiais organizadas pela Academia de Belas Artes em Paris, onde os artistas apresentavam suas obras ao público e aos críticos."
"Impressão, nascer do sol, Monet",Personagem,Paul Durand-Ruel,"Principal marchand de Arte dos impressionistas que apoiou financeiramente o Movimento e organizou exposições no exterior, salvando os artistas da miséria."
"A Persistência da Memória, Dalí",Lugar / instituição,MoMA,"O Museum of Modern Art de Nova York, um dos museus de arte moderna mais influentes do Mundo, que conserva o quadro desde 1934."
"A Persistência da Memória, Dalí",Personagem,Salvador Dalí,"Pintor espanhol (1904-1989), um dos principais representantes do surrealismo, célebre por suas imagens oníricas e sua personalidade provocadora."
"A Persistência da Memória, Dalí",Personagem,Gala,"Nascida Elena Ivanovna Diakonova, foi a esposa, musa e agente de Salvador Dalí, desempenhando um papel crucial em sua carreira e sua produção artística."
O teatro de Shakespeare,Instituição,Lord Chamberlain's Men,"Companhia de teatro da qual Shakespeare era o acionista, o ator e o dramaturgo principal, protegida pela corte da Inglaterra."
A liberdade de imprensa e o fotojornalismo,Personagem,Gerda Taro,"Fotógrafa alemã e companheira de Robert Capa, é a primeira mulher fotojornalista a morrer no front, durante a Guerra da Espanha em 1937."
A liberdade de imprensa e o fotojornalismo,Personagem,Nick Ut,"Fotógrafo americano-vietnamita, autor da célebre foto 'A menina do napalm' (1972) que lhe rendeu o Prêmio Pulitzer."
O nascimento do Islã (622),Referência histórica,Império Bizantino e Sassânida,"As duas potências que cercavam a península arábica no século VII. Bizâncio (Império Romano do Oriente) e os Sassânidas (império persa zoroastrista) esgotavam-se em uma guerra interminável, abrindo caminho para as conquistas árabes."
O apelo de Urbano II e a 1ª Cruzada (1095),Conceito,Indulgência plenária,"Remissão total das penas devidas aos pecados, concedida pelo papa. Urbano II prometeu uma a todos os participantes da cruzada - poderoso motor de mobilização em uma sociedade profundamente religiosa."
A coroação de Carlos Magno (800),Instituição,Conde,"Alto dignitário local nomeado pelo soberano para administrar uma província (o condado) em seu nome, dispondo de poderes militares e judiciais."
A Magna Carta (1215),Conceito,Habeas corpus,"Princípio jurídico que protege contra prisões arbitrárias: qualquer pessoa detida deve ser apresentada a um juiz. Herança direta da cláusula 39 da Magna Carta, tornou-se um pilar do direito anglo-saxão."
A descoberta da América (1492),Conceito,Antissepsia (Semmelweis e Lister),"Antes mesmo da anestesia, as infecções pós-operatórias matavam pacientes. Semmelweis (1847) e depois Lister (1867) impuseram a higiene: lavagem das mãos, instrumentos esterilizados. Estas duas revoluções - anestesia e antissepsia - transformaram a cirurgia."
A queda da Bastilha (1789),Conceito,Antigo Regime e as três ordens,"Sociedade francesa dividida em três estados: Clero (1º), Nobreza (2º) e Terceiro Estado (97% da população, 3º). Nos Estados Gerais, cada ordem dispunha de apenas um voto em três, apesar da representatividade demográfica esmagadora do Terceiro."
A Comuna de Paris (1871),Lugar / instituição,Internacional Operária (1ª Internacional),"Organização fundada em Londres em 1864, agrupando sindicatos e partidos operários de vários países. Embora a Comuna não tenha sido sua obra direta, Marx celebrou-a como a primeira experiência de poder operário."
